iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,99,95,97,97,105,91,107,109
2,193,85,93,75,87,83,103,81
3,262,66,80,72,79,77,92,72
4,317,64,83,58,75,77,68,58
5,384,53,62,49,60,65,69,58
6,426,39,58,51,45,62,55,64
7,418,41,45,42,64,65,56,69
8,336,35,48,56,43,185,48,49
9,251,158,61,48,50,139,53,40
10,243,216,54,54,45,106,41,41
11,186,208,44,45,43,77,149,48
12,157,257,46,49,36,71,131,53
13,140,315,44,46,52,67,104,32
14,96,273,165,39,50,51,79,47
15,94,187,138,34,155,63,86,43
16,62,166,126,36,250,51,64,45
17,65,142,102,37,165,70,178,41
18,71,115,86,37,137,54,258,42
19,179,107,81,40,102,45,196,50
20,112,98,69,32,232,53,166,38
21,129,177,54,37,187,36,136,44
22,110,142,58,31,258,41,118,42
23,90,105,56,50,331,39,87,42
24,179,104,49,34,251,46,94,43
25,145,97,45,46,311,40,77,39
26,141,87,49,32,341,38,59,53
27,88,75,59,38,397,41,58,44
28,86,57,48,30,425,46,58,50
29,65,57,43,46,433,52,52,52
30,58,62,38,42,442,57,43,58
31,63,50,46,41,468,49,39,44
32,78,57,48,37,459,48,41,32
33,45,49,37,35,369,173,38,54
34,63,56,35,37,396,131,50,32
35,62,43,53,41,424,93,46,38
36,57,50,50,46,447,77,40,33
37,62,53,36,29,348,187,41,44
38,38,54,53,33,385,168,39,30
39,41,50,54,35,427,116,50,27
40,54,52,36,39,337,196,50,36
41,48,45,43,44,276,263,37,44
42,47,54,34,47,301,228,36,53
43,48,30,40,36,382,186,34,44
44,46,40,40,38,399,157,35,45
45,67,52,41,42,411,114,32,41
46,39,41,41,42,460,103,42,32
47,48,38,133,43,364,90,41,43
48,57,43,122,46,391,81,26,34
49,44,37,98,37,422,75,43,44
50,38,44,215,45,307,65,36,50
51,34,43,268,38,260,81,44,32
52,38,40,341,45,210,45,37,44
53,40,43,250,42,304,46,37,38
54,45,38,221,46,216,153,41,40
55,34,48,279,40,192,117,50,40
56,37,46,226,32,262,110,45,42
57,43,35,180,43,329,91,42,37
58,44,44,155,39,359,75,44,40
59,41,34,248,51,272,76,46,32
60,58,40,272,49,229,68,52,32
61,41,35,233,49,291,56,53,42
62,45,39,282,40,259,51,45,39
63,42,43,250,49,277,48,57,34
64,36,29,201,41,359,47,34,53
65,35,34,156,40,268,162,46,59
66,42,34,127,43,220,252,42,40
67,44,42,121,45,282,193,35,38
68,42,31,96,46,329,165,46,45
69,40,52,66,37,373,141,48,43
70,25,47,81,45,392,116,51,43
71,38,54,62,50,435,86,45,30
72,51,32,165,37,338,82,37,58
73,41,45,136,43,278,169,50,38
74,45,32,117,49,322,137,40,58
