iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,73,68,59,54,77,77,80,72
2,102,71,65,64,70,73,44,71
3,96,69,58,80,73,58,67,59
4,144,61,54,50,77,52,61,61
5,148,63,59,60,50,61,65,54
6,142,45,54,55,67,52,87,58
7,134,54,52,57,54,49,88,72
8,137,42,52,52,52,59,62,104
9,156,51,52,41,49,44,69,98
10,198,42,47,50,41,50,55,77
11,203,44,37,44,37,32,73,90
12,227,45,46,35,44,22,71,70
13,244,35,42,39,31,36,59,74
14,257,35,36,42,38,33,57,62
15,241,39,42,36,45,38,44,75
16,268,38,26,30,27,43,54,74
17,274,34,34,32,35,46,45,60
18,255,36,32,32,65,25,51,64
19,251,27,32,31,86,33,39,61
20,238,32,31,30,93,30,56,50
21,211,28,23,27,147,24,43,57
22,224,24,26,29,157,24,33,43
23,194,32,26,31,176,18,37,46
24,196,23,26,28,187,21,38,41
25,185,21,23,22,212,25,29,43
26,150,27,25,32,238,29,24,35
27,163,17,20,21,248,24,34,33
28,158,23,26,23,238,27,31,34
29,148,23,24,26,250,18,34,37
30,131,19,17,27,286,18,30,32
31,135,15,23,21,303,9,17,37
32,128,18,16,32,287,21,29,29
33,123,15,13,13,310,21,22,43
34,99,15,17,21,318,22,30,38
35,102,16,20,14,344,17,18,29
36,92,10,19,18,341,30,23,27
37,80,12,19,25,364,20,15,25
38,74,23,21,29,352,15,18,28
39,63,14,15,26,372,27,22,21
40,93,16,13,16,355,18,19,30
41,68,19,16,15,375,20,29,18
42,71,15,14,19,368,15,19,39
43,71,17,15,20,336,12,21,68
44,59,13,10,19,316,16,23,104
45,68,12,8,18,292,13,15,134
46,50,14,14,19,334,19,19,91
47,39,16,13,15,314,13,11,139
48,63,12,15,26,284,14,18,128
49,48,15,11,20,249,18,18,181
50,45,16,16,39,250,16,21,157
51,46,14,13,49,254,13,15,156
52,37,22,15,40,266,12,18,150
53,41,16,14,41,279,11,16,142
54,34,12,15,37,298,11,12,141
55,41,16,18,31,298,10,20,126
56,36,18,13,30,296,20,14,133
57,25,18,13,32,325,10,16,121
58,42,21,10,37,320,17,16,97
59,34,18,5,41,340,10,16,96
60,25,9,8,23,367,11,15,102
61,27,11,9,34,358,13,18,90
62,31,18,6,26,371,11,13,84
63,20,20,13,15,373,13,9,97
64,30,6,14,22,377,15,13,83
65,23,15,21,23,381,14,16,67
66,20,9,8,19,388,17,16,83
67,28,11,8,31,386,13,20,63
68,23,9,7,24,410,12,8,67
69,27,15,15,23,374,15,35,56
70,25,10,13,22,342,10,73,65
71,24,7,8,27,376,18,55,45
72,23,11,6,18,330,20,103,49
73,22,10,9,23,302,8,121,65
74,14,21,12,26,286,19,128,54
75,29,13,24,14,276,12,146,46
76,25,8,9,14,253,18,184,49
77,23,16,10,23,256,17,183,32
78,18,9,14,21,226,13,226,33
79,25,14,12,15,224,10,225,35
80,16,22,11,21,211,13,230,36
81,14,8,15,16,181,14,260,52
82,23,18,8,19,183,12,260,37
83,21,9,18,15,182,14,270,31
84,20,25,11,19,155,13,295,22
85,19,20,12,8,173,4,303,21
86,20,9,22,18,142,10,305,34
87,13,11,10,19,139,13,330,25
