iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,50,50,50,50,50,50,50,50
1,43,61,66,51,67,47,52,13
2,31,33,30,166,68,27,43,2
3,154,31,13,117,43,21,20,1
4,229,35,12,72,20,18,13,1
5,287,35,8,47,9,6,8,0
6,315,33,7,30,5,5,5,0
7,340,32,4,16,2,3,3,0
8,351,33,3,9,3,1,0,0
9,356,32,3,4,0,2,3,0
10,348,33,0,6,2,7,4,0
11,355,34,1,2,1,6,1,0
12,353,36,3,4,1,2,1,0
13,356,36,2,3,1,2,0,0
14,353,38,2,4,1,1,1,0
15,358,41,0,0,0,0,1,0
16,350,41,0,3,3,1,2,0
17,355,42,0,0,2,1,0,0
18,350,45,1,1,2,0,1,0
19,352,45,1,1,1,0,0,0
20,351,45,0,1,0,2,1,0
21,347,49,1,1,0,2,0,0
22,346,50,1,0,1,1,1,0
23,347,51,0,1,1,0,0,0
24,337,52,0,3,4,3,1,0
25,339,54,0,2,2,0,3,0
26,342,54,2,1,0,0,1,0
27,342,53,3,0,1,1,0,0
28,338,53,4,1,2,2,0,0
29,338,54,2,1,4,1,0,0
30,342,51,2,1,2,1,1,0
31,345,50,1,1,2,0,1,0
32,343,50,4,0,1,1,1,0
33,194,28,172,2,1,1,2,0
34,116,13,262,3,2,2,2,0
35,84,7,306,3,0,0,0,0
36,43,1,348,2,2,1,3,0
37,24,2,368,4,1,1,0,0
38,12,0,383,4,0,1,0,0
39,14,0,378,5,0,1,2,0
40,10,0,380,5,2,1,2,0
41,4,0,389,5,1,0,1,0
42,3,0,390,7,0,0,0,0
43,3,0,387,7,0,1,2,0
44,3,0,387,8,2,0,0,0
45,3,0,385,8,1,2,1,0
46,1,0,387,8,1,0,3,0
47,1,0,389,8,1,0,1,0
48,0,0,389,9,1,1,0,0
49,1,0,387,10,2,0,0,0
50,0,0,388,11,0,0,1,0
51,2,0,379,12,1,2,4,0
52,1,0,382,13,1,1,2,0
53,0,0,381,14,3,1,1,0
54,0,0,384,16,0,0,0,0
55,1,0,378,16,3,2,0,0
56,2,0,374,17,3,2,2,0
57,0,0,378,16,3,3,0,0
58,2,0,378,17,1,1,1,0
59,2,0,378,18,1,1,0,0
60,3,0,374,20,0,1,2,0
61,2,0,376,19,2,0,1,0
62,0,0,381,19,0,0,0,0
63,0,0,376,21,1,1,1,0
64,3,0,373,21,1,1,1,0
65,2,0,370,21,3,2,2,0
66,2,0,374,21,1,0,2,0
67,4,0,371,22,1,2,0,0
68,4,0,369,24,1,0,2,0
69,2,0,371,24,2,0,1,0
70,1,0,373,22,2,1,1,0
71,1,0,368,23,2,2,4,0
72,4,0,374,21,0,0,1,0
73,3,0,374,20,2,1,0,0
74,0,1,378,18,2,0,1,0
75,0,0,375,20,2,1,2,0
76,1,0,375,21,1,1,1,0
77,2,0,373,22,0,0,3,0
78,1,0,376,22,0,0,1,0
79,3,0,370,21,3,2,1,0
80,0,0,375,19,0,2,4,0
81,2,0,376,19,1,1,1,0
82,1,0,376,19,1,1,2,0
83,0,0,379,19,0,1,1,0
84,2,0,374,18,1,2,3,0
85,1,0,376,19,1,3,0,0
86,2,0,375,20,0,1,2,0
87,1,0,372,21,2,2,2,0
88,1,0,373,22,1,3,0,0
89,1,0,373,23,0,1,2,0
90,0,0,372,24,0,2,2,0
91,2,0,370,24,1,2,1,0
92,0,0,369,26,1,2,2,0
93,1,0,368,28,0,0,3,0
94,1,0,362,30,1,3,3,0
95,2,0,362,31,3,1,1,0
96,0,0,364,33,1,0,2,0
97,3,0,359,33,0,4,1,0
98,1,0,365,34,0,0,0,0
99,1,0,361,36,0,0,2,0
100,1,0,361,37,0,1,0,0
101,0,0,360,38,0,2,0,0
102,0,1,357,39,1,0,2,0
103,0,0,360,39,0,0,1,0
104,0,0,357,40,0,2,1,0
105,2,0,354,40,0,0,4,0
106,2,0,356,41,1,0,0,0
107,0,0,357,41,1,1,0,0
108,1,0,352,41,4,2,0,0
109,0,0,354,41,1,3,1,0
110,1,1,354,41,2,0,1,0
111,1,0,353,42,2,2,0,0
112,1,0,355,42,2,0,0,0
113,2,0,353,42,1,0,2,0
114,1,0,353,43,2,0,1,0
115,0,0,355,43,1,1,0,0
116,0,0,352,44,3,1,0,0
117,1,0,350,45,1,1,2,0
118,1,0,352,45,0,0,2,0
119,0,0,352,45,3,0,0,0
120,1,0,210,32,155,2,0,0
121,0,0,126,11,258,4,1,0
122,0,1,73,4,317,3,2,0
123,0,2,45,1,346,5,1,0
124,1,1,32,0,359,5,2,0
125,0,4,97,0,292,5,2,0
126,0,2,133,0,258,6,1,0
127,1,0,160,0,233,5,1,0
128,0,0,266,1,132,1,0,0
129,3,1,304,1,87,1,3,0
130,1,0,341,0,51,5,2,0
131,2,1,353,1,36,2,5,0
132,0,0,375,4,16,4,1,0
133,3,0,381,6,8,0,2,0
134,2,0,381,7,10,0,0,0
135,1,0,382,8,8,0,1,0
136,0,0,391,8,1,0,0,0
137,3,0,376,9,9,1,2,0
138,1,0,381,10,3,5,0,0
139,2,0,386,11,1,0,0,0
140,2,0,384,12,1,0,1,0
141,2,0,383,11,1,0,3,0
142,4,0,382,11,1,0,2,0
143,1,0,377,14,6,1,1,0
144,0,0,378,13,4,3,2,0
145,0,0,386,13,1,0,0,0
146,1,0,385,12,0,0,2,0
147,2,0,382,12,0,2,2,0
148,2,0,379,17,2,0,0,0
149,1,0,377,17,2,1,2,0
150,1,1,378,17,2,0,1,0
151,3,0,373,21,3,0,0,0
152,2,0,372,23,1,1,1,0
153,0,0,370,26,1,1,2,0
154,1,1,370,26,0,1,1,0
155,2,0,365,27,1,4,1,0
156,0,0,372,27,1,0,0,0
157,0,0,370,27,1,1,1,0
158,0,1,368,27,1,2,1,0
159,2,0,360,29,1,2,6,0
160,2,0,367,29,1,0,1,0
161,0,0,365,31,1,0,3,0
162,1,0,366,32,0,0,1,0
163,2,0,359,33,2,2,2,0
164,1,0,359,35,3,1,1,0
165,1,0,360,37,0,1,1,0
166,1,0,357,39,0,2,1,0
167,1,0,352,40,2,3,2,0
168,0,0,355,41,1,1,2,0
169,2,1,354,40,1,2,0,0
170,0,0,350,43,3,3,1,0
171,2,0,352,44,1,1,0,0
172,2,0,351,45,0,1,1,0
173,3,0,349,45,0,2,1,0
174,0,1,349,45,5,0,0,0
175,0,0,349,45,1,4,1,0
176,0,0,353,44,2,1,0,0
177,0,0,352,44,0,2,2,0
178,1,0,352,43,2,1,1,0
179,1,0,352,44,1,1,1,0
180,3,0,344,46,3,4,0,0
181,0,0,351,45,1,1,2,0
182,2,0,349,45,2,1,1,0
183,0,0,352,45,2,0,1,0
184,0,0,349,49,0,1,1,0
185,2,0,346,51,0,0,1,0
186,2,0,345,51,0,1,1,0
187,1,0,343,52,0,1,3,0
188,1,1,342,51,1,2,2,0
189,1,0,343,50,3,2,1,0
190,2,0,343,52,0,3,0,0
191,2,1,338,51,2,2,4,0
192,0,0,347,52,1,0,0,0
193,2,2,343,51,1,0,1,0
194,1,1,346,50,0,1,1,0
195,1,0,338,51,5,3,2,0
196,1,0,343,50,2,2,2,0
197,2,0,344,50,2,0,2,0
198,0,0,346,50,1,1,2,0
199,1,1,345,49,3,0,1,0
200,1,0,346,49,1,1,2,0
201,0,0,350,49,0,1,0,0
202,0,0,348,49,1,2,0,0
203,0,0,347,51,1,1,0,0
204,0,0,343,52,1,3,1,0
205,0,0,340,54,1,3,2,0
206,0,0,339,54,3,0,4,0
207,1,0,336,57,1,1,4,0
208,0,0,341,57,1,0,1,0
209,0,1,335,57,1,3,3,0
210,1,0,339,57,2,0,1,0
211,1,0,336,60,2,1,0,0
212,0,0,336,60,2,0,2,0
213,0,0,340,59,1,0,0,0
214,1,0,335,59,0,4,1,0
215,0,0,335,61,2,2,0,0
216,1,1,335,61,1,1,0,0
217,1,0,334,61,0,4,0,0
218,0,0,338,62,0,0,0,0
219,1,0,336,60,2,0,1,0
220,0,0,335,61,0,4,0,0
221,2,0,333,60,1,3,1,0
222,0,0,337,59,4,0,0,0
223,4,0,333,59,1,0,3,0
224,1,0,336,58,1,1,3,0
225,2,0,336,56,1,3,2,0
226,2,0,341,55,0,0,2,0
227,0,2,335,55,3,4,1,0
228,1,0,340,54,0,3,2,0
229,2,1,337,54,4,1,1,0
230,0,0,341,54,2,0,3,0
231,0,0,340,55,1,2,2,0
232,1,0,344,55,0,0,0,0
233,0,0,337,56,2,3,2,0
234,0,0,339,57,2,1,1,0
235,0,0,336,57,2,2,3,0
236,0,0,339,57,3,1,0,0
237,0,0,339,58,0,2,1,0
238,1,0,339,57,1,1,1,0
239,1,1,339,57,1,0,1,0
240,3,1,336,58,1,1,0,0
241,0,0,338,57,0,4,1,0
242,0,0,338,58,0,0,4,0
243,4,0,336,58,0,0,2,0
244,3,0,337,56,1,2,1,0
245,2,0,340,55,0,2,1,0
246,2,0,340,55,0,3,0,0
247,0,0,337,55,1,6,1,0
248,2,0,339,56,0,2,1,0
249,2,1,340,56,0,1,0,0
250,3,0,340,55,0,1,1,0
251,2,0,335,56,1,5,1,0
252,4,1,334,56,0,0,5,0
253,1,0,339,58,0,2,0,0
254,3,0,336,58,1,0,2,0
255,0,0,338,57,3,1,1,0
256,0,0,335,58,1,2,4,0
257,3,0,335,60,2,0,0,0
258,1,0,338,59,0,0,2,0
259,1,0,337,59,2,1,0,0
260,1,0,334,61,1,3,0,0
261,2,0,330,62,2,3,1,0
262,3,0,325,61,3,6,2,0
263,1,0,331,64,1,2,1,0
264,2,1,328,64,3,2,0,0
265,0,0,335,64,1,0,0,0
266,0,0,334,65,0,1,0,0
267,0,0,333,64,3,0,0,0
268,0,0,331,62,0,5,2,0
269,2,0,336,62,0,0,0,0
270,0,1,332,60,2,2,3,0
271,2,0,331,60,2,2,3,0
272,1,0,335,60,1,2,1,0
273,2,1,335,61,0,0,1,0
274,0,0,335,60,0,3,2,0
275,0,0,335,60,2,3,0,0
276,1,0,335,61,0,1,2,0
277,0,0,335,63,1,0,1,0
278,3,0,332,62,1,1,1,0
279,2,0,333,62,2,1,0,0
280,1,0,334,62,1,1,1,0
281,0,0,330,65,0,3,2,0
282,0,0,333,65,0,1,1,0
283,2,0,330,64,2,1,1,0
284,1,0,329,64,2,2,2,0
285,0,1,332,63,1,1,2,0
286,0,0,333,63,3,0,1,0
287,5,0,329,62,0,3,1,0
288,2,0,327,63,3,3,2,0
289,0,0,330,64,2,3,1,0
290,1,0,331,65,1,1,1,0
291,1,0,333,65,1,0,0,0
292,2,0,332,66,0,0,0,0
293,1,0,329,67,1,1,1,0
294,2,0,328,67,1,2,0,0
295,1,0,325,69,2,2,1,0
296,5,0,324,68,1,1,1,0
297,0,1,327,67,1,1,3,0
298,2,0,325,67,0,3,3,0
299,2,1,328,65,0,3,1,0
