iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,56,47,58,46,54,41,50,47,51
2,49,117,40,35,44,37,37,45,46
3,38,177,41,29,34,32,36,34,29
4,98,144,29,32,30,21,28,40,28
5,170,118,16,23,27,25,26,22,23
6,212,87,19,15,24,28,22,22,21
7,188,89,17,15,10,18,78,13,22
8,132,75,11,19,21,19,142,13,18
9,116,51,10,10,19,18,195,14,17
10,99,38,6,13,8,12,252,10,12
11,84,37,9,15,9,8,274,5,9
12,67,29,8,2,13,7,308,7,9
13,48,24,8,7,6,9,252,86,10
14,38,19,7,9,4,5,212,149,7
15,39,19,2,6,6,9,159,202,8
16,33,11,5,4,6,4,134,248,5
17,85,10,1,5,3,4,90,248,4
18,129,7,6,3,2,2,64,235,2
19,168,6,4,2,1,0,42,222,5
20,172,5,2,2,2,6,25,234,2
21,190,5,0,0,4,3,26,222,0
22,194,4,2,2,1,6,16,222,3
23,208,2,3,5,0,2,10,219,1
24,219,1,1,0,0,0,13,215,1
25,266,2,2,0,0,4,10,164,2
26,281,4,3,2,1,1,5,152,1
27,313,5,0,6,0,3,5,112,6
28,337,4,6,0,0,4,7,90,2
29,286,6,0,4,1,3,4,145,1
30,323,1,4,2,0,0,5,112,3
31,355,0,1,0,3,3,5,80,3
32,366,2,1,0,3,1,4,64,9
33,368,3,3,3,1,4,7,58,3
34,388,4,2,1,3,1,2,49,0
35,378,4,0,2,5,3,3,50,5
36,325,1,0,0,0,3,3,114,4
37,293,4,1,3,2,1,1,145,0
38,266,0,3,4,4,2,5,165,1
39,257,1,3,1,0,0,3,185,0
40,256,3,3,3,1,1,1,182,0
41,230,0,2,1,3,0,1,212,1
42,232,4,4,3,3,3,0,197,4
43,203,0,2,3,4,0,1,234,3
44,154,1,2,1,1,2,2,286,1
45,194,0,3,1,0,3,1,246,2
46,240,2,3,3,2,3,3,194,0
47,260,1,4,0,7,3,3,170,2
48,305,3,2,0,5,0,3,132,0
49,338,3,3,6,0,2,0,95,3
50,361,2,2,0,1,4,2,78,0
51,320,2,2,2,1,4,2,117,0
52,276,2,2,2,2,3,5,158,0
53,243,4,1,1,1,2,3,194,1
54,177,1,2,3,3,4,1,257,2
55,145,2,2,1,1,5,10,282,2
56,121,2,5,3,1,3,1,313,1
57,167,2,1,5,1,3,4,266,1
58,182,2,1,3,2,2,3,254,1
59,186,1,1,2,5,1,2,247,5
60,189,2,4,4,1,2,5,239,4
61,157,3,0,1,1,2,4,282,0
62,130,2,4,1,1,3,1,308,0
63,109,1,3,2,3,2,0,325,5
64,96,1,2,1,4,4,3,336,3
65,105,2,4,2,1,4,6,322,4
66,149,0,4,2,1,1,3,289,1
67,173,3,4,0,0,7,0,262,1
68,203,2,2,1,0,1,3,238,0
69,217,0,2,0,1,2,1,227,0
70,207,4,0,2,3,4,1,228,1
71,227,1,1,4,2,0,0,214,1
72,268,1,1,5,1,4,1,167,2
73,299,5,2,1,1,0,4,136,2
74,258,1,1,2,2,1,2,183,0
75,272,2,1,1,1,2,0,168,3
76,280,1,3,5,3,0,5,153,0
77,270,62,1,1,2,1,1,110,2
78,236,96,1,1,1,4,0,110,1
79,229,68,1,0,3,1,2,143,3
80,205,44,1,2,1,0,1,194,2
81,221,25,0,3,5,4,4,186,2
82,259,21,1,2,1,1,4,160,1
83,239,16,2,1,3,1,0,187,1
84,289,13,2,1,2,0,0,140,3
85,312,11,1,4,0,1,2,118,1
86,287,14,4,0,0,4,1,138,2
87,279,3,2,3,3,2,1,153,4
88,251,4,1,1,1,2,3,185,2
89,236,6,2,0,2,4,0,199,1
90,221,3,1,3,1,1,2,216,2
91,288,2,0,3,2,1,1,151,2
92,293,1,3,2,1,4,3,141,2
93,280,2,2,3,3,2,1,153,4
94,263,4,1,2,1,0,0,177,2
95,225,1,3,1,0,1,0,218,1
96,183,3,2,3,1,2,1,253,2
97,131,0,2,1,2,0,3,309,2
98,125,1,0,4,5,1,4,304,6
99,90,5,3,3,2,3,3,338,3
100,74,0,1,3,1,6,4,360,1
101,48,3,4,1,1,1,2,388,2
102,44,2,0,1,1,4,3,392,3
103,34,1,4,1,3,1,1,398,7
104,24,3,4,2,2,3,1,411,0
105,24,4,2,1,3,3,5,403,5
106,108,1,0,0,4,0,1,336,0
107,119,2,1,3,2,3,3,317,0
108,166,4,0,2,2,3,1,271,1
109,176,1,1,1,3,2,2,260,4
110,186,1,2,3,3,0,3,250,2
111,241,2,0,3,4,1,1,197,1
112,292,1,2,2,0,4,1,145,3
113,259,1,3,2,0,1,0,180,4
114,235,0,3,1,1,1,2,206,1
115,276,1,3,2,4,6,4,154,0
116,255,2,2,73,5,2,5,105,1
117,243,0,0,122,4,1,2,77,1
118,200,2,3,175,3,1,1,63,2
119,170,2,4,226,2,4,3,37,2
120,135,2,3,255,2,3,0,49,1
121,131,1,6,276,1,0,0,35,0
122,92,3,2,324,2,2,0,22,3
123,72,3,2,345,1,3,0,22,2
124,67,1,1,360,0,2,4,11,4
125,50,5,3,365,1,2,0,21,3
126,37,2,2,385,3,4,3,13,1
127,23,2,1,394,0,1,4,20,5
128,28,1,2,330,0,2,0,84,3
129,13,2,4,351,1,2,6,68,3
130,16,2,2,384,5,1,1,37,2
131,10,0,1,313,0,1,2,121,2
132,12,1,3,295,2,3,1,133,0
133,4,1,1,271,1,0,0,169,3
134,7,2,3,255,0,3,1,178,1
135,5,1,1,245,1,2,1,192,2
136,3,2,0,242,1,2,1,197,2
137,5,0,1,286,2,1,2,152,1
138,5,2,2,293,2,4,6,133,3
139,1,3,2,324,4,5,4,107,0
140,6,4,2,340,2,4,0,88,4
141,2,0,1,306,1,0,2,137,1
142,1,3,2,293,0,1,4,143,3
143,1,5,0,232,2,0,2,208,0
144,1,4,2,177,2,4,7,251,2
145,2,1,1,158,2,1,3,281,1
146,3,2,1,136,3,2,1,299,3
147,1,0,5,84,3,1,2,354,0
148,0,2,0,65,1,4,66,311,1
149,1,1,1,56,1,2,109,276,3
150,2,1,1,30,0,2,151,261,2
151,1,1,2,21,0,1,183,240,1
152,1,0,2,19,1,0,183,244,0
153,0,2,1,15,5,4,222,199,2
154,2,6,0,6,4,0,279,153,0
155,2,4,3,12,3,1,306,115,4
156,0,4,2,9,0,1,330,103,1
157,3,2,2,8,2,4,287,139,3
158,2,2,2,6,0,2,277,157,2
159,2,2,1,4,3,3,213,219,3
160,4,3,2,4,2,2,182,248,3
161,2,2,2,5,1,2,160,274,2
162,2,3,2,2,0,2,113,325,1
163,3,5,2,4,3,5,98,328,2
164,1,4,3,2,3,3,79,352,3
165,1,3,2,1,4,1,55,382,1
166,1,1,2,2,3,1,49,386,5
167,6,4,1,2,3,2,33,398,1
168,0,1,4,3,2,1,35,400,4
169,3,2,6,1,6,2,27,402,1
170,2,1,4,6,2,0,24,410,1
171,1,2,2,2,2,0,9,423,9
172,0,0,2,2,5,1,18,417,5
173,0,1,5,3,2,1,12,425,1
174,6,2,1,6,3,2,8,419,3
175,3,2,6,5,0,1,12,419,2
176,3,0,4,3,1,3,7,424,5
177,3,7,3,0,1,1,9,424,2
178,4,1,3,4,1,1,7,425,4
179,1,2,4,4,7,1,9,422,0
180,2,3,5,3,2,2,7,422,4
181,1,1,4,3,5,5,8,420,3
182,2,3,0,3,3,4,6,424,5
183,5,0,3,4,2,2,2,428,4
184,2,4,3,2,4,0,3,430,2
185,1,6,0,7,1,3,3,428,1
186,7,2,2,4,6,1,7,420,1
187,1,0,4,2,4,2,6,431,0
188,1,2,3,1,2,3,3,434,1
