iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,96,113,114,110,107,127,108,25
2,110,112,106,114,132,87,128,11
3,83,100,99,90,110,183,130,5
4,60,91,76,66,90,275,140,2
5,55,70,65,57,46,378,129,0
6,40,53,41,66,29,447,124,0
7,41,43,39,60,29,467,121,0
8,35,42,41,35,13,507,127,0
9,27,29,30,27,19,532,136,0
10,22,35,25,35,10,546,127,0
11,14,34,33,25,5,562,127,0
12,20,24,18,29,3,569,137,0
13,22,12,20,21,4,587,134,0
14,13,17,23,18,5,595,129,0
15,10,10,19,15,3,606,137,0
16,13,11,24,14,4,602,132,0
17,13,13,7,11,1,620,135,0
18,12,17,8,17,4,606,136,0
19,107,9,10,12,5,530,127,0
20,221,8,10,13,5,452,91,0
21,192,16,11,11,3,495,72,0
22,156,13,16,9,1,543,62,0
23,145,15,10,4,5,572,49,0
24,137,6,8,2,3,593,51,0
25,97,9,13,10,3,621,47,0
26,203,14,11,7,2,524,39,0
27,293,15,11,3,2,452,24,0
28,357,18,6,9,4,386,20,0
29,419,19,9,5,2,329,17,0
30,453,25,5,4,4,299,10,0
31,505,21,7,4,3,243,17,0
32,405,19,6,5,5,346,14,0
33,500,14,5,7,7,251,16,0
34,488,18,10,9,6,257,12,0
35,450,15,7,5,6,310,7,0
36,436,10,4,5,4,328,13,0
37,448,12,5,6,3,313,13,0
38,453,16,11,8,5,289,18,0
39,518,19,2,7,2,241,11,0
40,543,20,2,10,5,214,6,0
41,576,21,11,4,9,172,7,0
42,601,17,7,7,1,158,9,0
43,637,22,3,4,4,122,8,0
44,655,32,5,4,6,89,9,0
45,590,33,8,2,3,159,5,0
46,562,29,8,6,7,179,9,0
47,526,25,14,8,2,217,8,0
48,437,19,5,4,5,319,11,0
49,374,11,8,9,0,389,9,0
50,335,10,6,7,1,422,19,0
51,279,10,4,2,3,483,19,0
52,240,12,2,5,1,514,26,0
53,205,9,5,9,1,552,19,0
54,287,19,11,5,1,460,17,0
55,312,21,6,3,2,445,11,0
56,353,19,8,4,3,396,17,0
57,444,17,7,4,4,314,10,0
58,475,18,6,8,1,286,6,0
59,505,20,2,9,5,255,4,0
60,561,22,9,4,1,200,3,0
61,598,23,5,7,2,157,8,0
62,603,25,9,3,4,149,7,0
63,609,25,7,2,1,142,14,0
64,641,31,5,2,3,113,5,0
65,678,36,4,2,2,74,4,0
66,649,43,6,7,5,82,8,0
67,644,45,6,6,11,81,7,0
68,661,43,8,7,6,65,10,0
69,680,45,8,4,9,52,2,0
70,611,47,10,12,6,108,6,0
71,577,46,10,4,2,151,10,0
72,552,33,5,5,8,188,9,0
73,524,25,2,6,8,226,9,0
74,446,26,6,3,5,307,7,0
75,415,11,4,5,5,355,5,0
76,311,15,5,9,7,441,12,0
77,265,14,7,7,9,485,13,0
78,293,12,8,8,4,463,12,0
79,245,11,3,9,6,518,8,0
80,211,10,5,8,2,555,9,0
81,177,7,5,9,2,589,11,0
82,150,7,10,6,1,608,18,0
83,118,3,9,8,3,636,23,0
84,107,3,12,7,1,640,30,0
85,97,12,7,10,0,641,33,0
86,67,6,8,6,2,675,36,0
87,133,6,7,5,0,614,35,0
88,162,11,7,8,2,577,33,0
89,195,11,6,4,0,558,26,0
90,307,12,6,5,4,445,21,0
91,308,8,6,4,3,457,14,0
92,315,14,3,8,3,444,13,0
93,312,16,5,6,3,440,18,0
94,316,10,4,9,1,439,21,0
95,341,9,3,5,2,425,15,0
96,324,12,3,5,0,443,13,0
97,359,18,4,9,0,398,12,0
98,408,15,0,4,1,358,14,0
99,441,11,6,8,5,316,13,0
100,520,12,9,6,1,244,8,0
101,558,16,5,5,2,210,4,0
102,530,12,5,3,7,240,3,0
103,541,13,6,7,2,220,11,0
104,607,11,2,7,4,160,9,0
105,621,13,6,5,3,145,7,0
106,629,23,11,11,7,111,8,0
107,663,24,5,7,5,91,5,0
108,660,26,9,5,4,90,6,0
109,675,31,2,10,7,67,8,0
110,674,32,7,8,5,68,6,0
111,678,37,7,4,4,57,13,0
112,687,33,5,8,4,54,9,0
113,696,31,6,4,8,47,8,0
114,703,34,7,4,8,36,8,0
115,714,41,3,4,3,31,4,0
116,706,45,7,3,6,28,5,0
117,699,52,4,2,5,31,7,0
118,706,55,5,2,6,22,4,0
119,697,57,4,6,3,26,7,0
120,691,60,10,5,14,14,6,0
121,706,62,3,7,5,12,5,0
122,702,65,4,10,2,14,3,0
123,699,64,5,4,5,18,5,0
124,703,66,3,2,4,18,4,0
125,702,66,8,4,2,9,9,0
126,699,70,3,6,9,10,3,0
127,690,72,5,7,9,14,3,0
128,699,64,9,6,4,11,7,0
129,695,65,2,3,10,8,17,0
130,702,69,2,2,8,8,9,0
131,692,70,4,7,7,14,6,0
132,691,72,6,8,3,11,9,0
133,698,75,5,4,6,2,10,0
134,687,78,5,4,10,8,8,0
135,682,80,10,4,9,6,9,0
136,688,83,6,3,5,7,8,0
137,679,88,6,4,7,8,8,0
138,669,93,3,10,10,3,12,0
139,675,92,6,8,7,5,7,0
140,675,94,7,9,5,7,3,0
141,674,96,5,6,5,4,10,0
142,665,100,6,5,7,8,9,0
143,658,97,8,10,7,8,12,0
144,672,98,4,3,6,5,12,0
145,674,95,6,5,7,4,9,0
146,678,93,8,6,6,5,4,0
147,681,91,4,7,9,3,5,0
148,678,90,10,5,5,5,7,0
149,671,91,5,14,6,9,4,0
150,671,94,8,5,6,8,8,0
151,677,95,6,4,10,4,4,0
152,673,92,8,4,8,9,6,0
153,676,98,3,10,7,3,3,0
154,674,96,6,7,9,3,5,0
155,664,97,4,9,6,9,11,0
156,664,94,8,6,7,10,11,0
157,674,96,6,4,6,8,6,0
158,675,100,4,6,10,1,4,0
159,657,101,6,8,11,5,12,0
160,664,103,5,11,7,5,5,0
161,661,104,7,5,9,6,8,0
162,657,108,5,3,11,4,12,0
163,657,115,2,7,6,6,7,0
164,648,117,3,7,6,6,13,0
165,647,121,5,5,12,5,5,0
166,653,119,5,5,7,5,6,0
167,645,125,5,5,7,8,5,0
168,629,130,5,6,13,6,11,0
169,634,133,9,6,5,5,8,0
170,633,131,12,4,10,5,5,0
171,623,135,13,12,6,3,8,0
172,627,136,15,6,4,8,4,0
173,636,129,7,5,9,7,7,0
174,638,125,6,14,11,4,2,0
175,646,123,7,6,4,6,8,0
176,652,121,3,9,7,3,5,0
177,655,121,2,5,7,4,6,0
178,644,132,8,2,4,6,4,0
179,633,132,5,9,5,9,7,0
180,628,132,10,8,9,4,9,0
181,634,129,3,4,13,9,8,0
182,643,127,8,6,6,5,5,0
183,642,127,5,6,5,5,10,0
184,653,123,4,4,1,6,9,0
185,648,121,10,7,3,6,5,0
186,645,124,5,7,5,4,10,0
187,648,122,4,9,8,5,4,0
188,655,121,8,6,3,5,2,0
189,643,122,4,13,3,10,5,0
190,639,122,4,8,13,4,10,0
191,646,125,4,7,7,3,8,0
192,647,126,6,1,5,6,9,0
193,644,124,9,7,8,4,4,0
194,647,118,7,4,13,5,6,0
195,643,118,7,12,8,6,6,0
196,652,117,11,6,9,1,4,0
197,647,115,6,15,9,4,4,0
198,653,116,7,5,7,3,9,0
199,654,116,7,7,7,5,4,0
200,644,116,10,6,11,4,9,0
201,659,115,7,7,3,6,3,0
202,649,115,5,14,4,8,5,0
203,656,107,5,8,8,6,10,0
204,654,106,2,10,9,13,6,0
205,655,110,5,9,6,7,8,0
206,657,113,7,7,5,3,8,0
207,657,115,7,5,6,5,5,0
208,651,116,5,6,9,7,6,0
209,646,112,6,11,8,10,7,0
210,652,111,5,5,11,9,7,0
211,654,102,9,11,11,5,8,0
212,659,103,6,4,11,7,10,0
213,662,104,6,5,8,7,8,0
214,668,105,2,9,4,7,5,0
215,654,101,12,7,10,8,8,0
216,665,104,8,6,8,8,1,0
217,656,107,9,10,6,9,3,0
218,659,104,11,9,3,9,5,0
219,659,106,6,9,6,8,6,0
220,660,107,4,7,7,11,4,0
221,660,106,6,5,7,7,9,0
222,663,103,5,8,7,3,11,0
223,681,104,5,3,3,2,2,0
224,656,107,7,10,4,6,10,0
225,669,109,3,3,11,2,3,0
226,653,109,3,14,11,3,7,0
227,657,112,4,14,3,8,2,0
228,664,114,3,6,3,5,5,0
229,656,115,5,13,5,3,3,0
230,658,113,3,11,5,6,4,0
231,658,115,5,4,6,5,7,0
232,652,114,4,10,9,5,6,0
233,654,113,3,8,10,7,5,0
234,661,112,3,3,8,3,10,0
235,665,116,3,4,4,5,3,0
236,648,115,7,16,5,3,6,0
237,658,115,13,3,3,4,4,0
238,656,114,7,7,6,4,6,0
239,665,113,2,4,7,3,6,0
240,655,107,7,11,10,4,6,0
241,661,102,12,7,7,8,3,0
242,668,105,4,5,9,6,3,0
243,653,108,6,5,11,12,5,0
244,660,107,9,7,9,3,5,0
245,650,115,4,4,9,8,10,0
246,651,123,6,3,9,5,3,0
247,645,124,7,6,7,10,1,0
248,635,128,10,9,8,7,3,0
249,646,128,5,5,5,7,4,0
250,654,123,4,5,6,6,2,0
251,653,123,1,4,7,9,3,0
252,645,117,9,9,6,10,4,0
253,655,117,5,6,4,6,7,0
254,644,122,7,7,7,7,6,0
255,646,128,5,3,4,8,6,0
256,636,125,6,8,6,9,10,0
257,643,124,7,6,6,8,6,0
