iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,59,72,79,57,61,68,86,78
2,83,59,82,88,55,67,63,63
3,71,52,50,125,63,73,58,68
4,71,63,59,121,62,62,58,64
5,64,62,62,136,53,63,53,67
6,62,55,51,161,63,59,62,47
7,63,53,55,195,32,52,54,56
8,48,53,47,222,56,45,44,45
9,64,47,52,214,49,47,49,38
10,57,47,40,251,43,40,41,41
11,64,61,42,234,47,40,39,33
12,46,47,44,264,39,33,45,42
13,44,44,38,263,41,42,55,33
14,37,38,45,288,37,38,37,40
15,53,38,34,311,32,31,25,36
16,49,38,24,316,33,38,28,34
17,37,37,35,315,45,26,34,31
18,43,28,37,322,23,30,40,37
19,37,26,21,344,38,30,27,37
20,36,29,23,350,35,29,28,30
21,35,26,31,345,41,33,25,24
22,29,25,27,380,22,29,25,23
23,28,28,26,342,29,24,40,43
24,37,24,25,310,27,31,22,84
25,23,30,31,323,20,27,23,83
26,22,23,25,291,25,31,25,118
27,27,24,26,266,25,23,18,151
28,23,21,32,256,19,25,21,163
29,20,18,17,265,18,23,23,176
30,21,19,24,227,21,18,25,205
31,29,20,18,216,19,17,17,224
32,21,27,21,205,27,23,23,213
33,31,23,20,180,15,31,19,241
34,21,17,16,189,17,13,17,270
35,27,21,22,164,20,25,20,261
36,20,29,22,152,16,13,14,294
37,13,27,19,154,12,18,19,298
38,17,21,22,148,8,16,23,305
39,21,19,16,137,9,14,21,323
40,19,17,15,135,16,21,13,324
41,10,23,18,113,18,23,23,332
42,23,18,20,91,18,13,14,363
43,19,13,13,102,17,15,21,360
44,15,19,16,111,17,19,23,340
45,12,12,21,96,16,19,20,364
46,9,13,19,113,12,21,12,361
47,13,25,6,89,15,13,13,386
48,14,19,12,78,10,17,12,398
49,12,15,17,77,21,16,16,386
50,22,8,7,85,13,13,19,393
51,9,15,15,76,11,18,19,397
52,12,13,32,62,15,15,15,396
53,8,10,10,68,9,14,13,428
