iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,83,83,67,65,52,68,71,71
2,59,72,71,63,70,59,67,99
3,60,68,59,68,64,72,56,113
4,45,63,75,61,48,65,57,146
5,53,59,59,56,65,53,43,172
6,62,55,52,39,51,58,76,167
7,45,43,38,57,57,63,53,204
8,48,45,33,47,53,51,64,219
9,49,50,46,43,44,44,59,225
10,54,36,40,48,50,42,45,245
11,42,34,45,49,50,45,46,249
12,53,44,37,43,47,35,28,273
13,33,38,43,30,35,51,33,297
14,29,30,46,32,47,37,42,297
15,36,31,40,36,43,29,34,311
16,36,30,24,32,39,36,33,330
17,32,41,24,39,44,38,24,318
18,25,40,33,31,36,47,29,319
19,29,37,25,31,29,32,42,335
20,20,31,35,24,28,27,37,358
21,27,32,22,27,21,30,17,384
22,36,39,29,24,35,25,24,348
23,30,21,36,29,23,28,25,368
24,24,18,23,26,25,26,19,399
25,25,22,19,27,30,37,26,374
26,24,39,23,25,25,14,30,380
27,28,24,26,23,23,23,45,368
28,22,23,17,19,12,17,93,357
29,22,24,27,26,20,27,105,309
30,16,28,23,22,22,11,114,324
31,24,23,17,23,24,22,144,283
32,26,21,17,18,21,24,150,283
33,22,22,45,17,22,22,156,254
34,18,26,74,22,20,24,120,256
35,26,22,97,21,26,18,134,216
36,15,15,139,21,25,14,138,193
37,15,23,148,22,18,21,120,193
38,19,16,149,19,15,17,138,187
39,14,10,137,23,14,14,152,196
40,16,17,116,24,18,18,186,165
41,13,13,113,20,18,21,200,162
42,13,12,104,13,11,18,222,167
43,20,8,93,19,25,18,237,140
44,12,14,109,17,8,18,262,120
45,13,12,97,15,19,15,266,123
46,16,20,87,13,17,16,281,110
47,14,6,90,23,12,22,282,111
48,19,11,79,13,11,16,322,89
49,15,13,90,15,10,13,289,115
50,16,10,79,11,11,12,314,107
51,12,14,61,13,15,24,324,97
52,14,15,59,16,13,15,352,76
53,21,13,44,13,13,11,365,80
54,18,13,59,12,14,15,324,105
55,8,16,42,16,17,14,330,117
56,12,8,53,16,9,21,322,119
