iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,83,76,70,76,61,61,58,75
2,56,72,56,65,70,66,89,86
3,65,61,52,70,58,56,127,71
4,61,62,55,64,68,60,133,57
5,69,56,46,64,57,56,168,44
6,55,51,60,48,52,62,176,56
7,48,46,42,49,83,64,171,57
8,45,53,50,46,83,48,190,45
9,48,40,40,47,87,46,201,51
10,43,45,49,40,126,56,160,41
11,41,45,38,36,157,45,151,47
12,46,36,41,47,157,33,151,49
13,47,43,37,36,202,39,121,35
14,35,34,25,53,211,32,134,36
15,26,44,37,34,202,34,140,43
16,34,24,36,39,254,28,115,30
17,28,35,37,38,237,32,118,35
18,24,31,32,34,269,40,95,35
19,31,35,25,31,279,25,101,33
20,28,28,37,28,269,35,106,29
21,29,29,31,30,312,20,87,22
22,32,22,33,20,324,23,82,24
23,22,30,25,37,308,24,78,36
24,25,26,24,29,341,24,72,19
25,25,21,24,30,341,19,76,24
26,22,31,26,26,338,21,72,24
27,19,27,25,29,363,14,56,27
28,31,25,20,22,353,24,56,29
29,26,18,22,21,366,24,61,22
30,20,16,33,20,385,16,54,16
31,15,22,20,23,378,23,58,21
32,18,19,22,19,379,21,57,25
33,24,16,24,25,385,18,54,14
34,16,18,21,23,397,16,50,19
35,29,23,25,29,346,18,43,47
36,21,24,18,16,355,27,41,58
37,14,13,15,21,353,22,47,75
38,15,20,16,20,364,12,47,66
39,25,19,24,10,370,16,27,69
40,11,17,18,13,388,17,30,66
41,14,20,26,20,368,13,40,59
42,17,17,23,15,366,18,34,70
43,20,15,23,16,385,24,35,42
44,18,13,20,16,405,14,36,38
45,18,15,18,19,386,20,26,58
46,13,16,17,20,399,20,36,39
47,10,12,24,28,412,12,20,42
48,12,15,8,8,435,13,27,42
49,14,16,18,13,395,17,36,51
50,10,27,22,18,403,16,29,35
51,15,13,11,13,431,7,25,45
52,13,12,15,12,433,11,26,38
53,18,9,12,17,434,6,30,34
54,7,11,6,10,460,15,16,35
55,9,16,15,15,437,13,22,33
56,15,17,15,10,403,14,60,26
57,13,11,12,14,425,8,46,31
58,9,9,12,14,437,13,45,21
59,16,13,41,12,384,20,41,33
60,16,13,42,4,377,17,65,26
61,7,14,43,4,363,1,103,25
62,11,18,42,15,326,15,112,21
63,15,10,25,11,338,18,126,17
64,8,17,34,8,318,9,146,20
65,10,9,29,15,290,12,177,18
66,16,10,42,10,247,18,205,12
67,12,13,33,14,250,10,203,25
68,11,8,31,9,230,11,235,25
69,18,17,24,10,228,12,230,21
70,9,10,28,13,219,12,247,22
71,6,19,22,14,216,12,254,17
72,7,16,34,14,220,16,239,14
73,14,9,28,14,246,15,210,24
74,14,12,30,14,204,9,262,15
75,8,11,33,7,237,8,240,16
76,16,15,26,13,195,10,269,16
77,14,20,18,19,172,27,278,12
78,13,12,14,10,200,17,273,21
79,9,9,18,15,189,9,266,45
80,6,15,22,13,163,9,258,74
81,7,8,17,13,155,14,263,83
82,14,12,26,9,140,11,222,126
83,13,8,22,9,146,16,218,128
84,13,13,11,12,137,11,193,170
85,14,13,21,13,123,13,200,163
86,9,12,10,20,127,13,180,189
87,13,13,15,14,124,11,168,202
88,21,12,17,15,102,16,138,239
89,11,9,23,10,95,9,157,246
90,11,11,19,10,101,13,135,260
91,14,17,17,14,92,14,125,267
