iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,63,70,75,65,61,78,79,69
2,94,80,63,69,62,62,59,71
3,118,64,52,63,65,70,65,63
4,132,56,47,55,63,73,83,51
5,156,67,58,59,56,49,52,63
6,174,43,59,58,57,49,56,64
7,199,49,50,56,49,52,43,62
8,205,49,66,49,61,42,40,48
9,203,51,49,45,45,50,66,51
10,208,61,53,58,38,51,58,33
11,220,47,48,35,45,49,62,54
12,250,36,41,50,46,40,56,41
13,258,40,33,46,44,41,68,30
14,266,40,28,38,46,37,74,31
15,269,44,30,44,41,35,62,35
16,298,30,39,35,39,33,50,36
17,300,48,38,30,34,26,61,23
18,309,32,26,28,31,46,55,33
19,316,61,30,24,35,35,32,27
20,306,66,32,32,22,20,50,32
21,325,56,26,32,31,25,40,25
22,354,47,23,28,19,17,35,37
23,333,54,21,28,24,27,46,27
24,342,51,27,22,30,20,38,30
25,353,36,25,25,29,27,46,19
26,358,36,35,29,22,18,31,31
27,354,35,36,30,16,22,36,31
28,351,34,27,23,49,23,31,22
29,345,43,19,17,66,27,29,14
30,329,33,22,22,93,20,26,15
31,267,67,27,16,110,23,29,21
32,267,95,23,21,98,13,25,18
33,249,100,14,18,66,23,35,55
34,238,85,20,13,77,20,25,82
35,229,70,14,18,64,24,24,117
36,213,68,16,13,81,8,21,140
37,247,65,17,21,58,22,24,106
38,209,48,18,13,99,22,27,124
39,202,53,16,16,135,15,22,101
40,184,59,12,16,134,21,31,103
41,209,52,16,15,138,15,29,86
42,187,56,11,19,156,12,27,92
43,160,50,17,17,211,11,23,71
44,136,48,19,17,207,17,40,76
45,141,50,19,10,225,20,33,62
46,147,47,15,12,231,20,27,61
47,133,43,13,12,255,11,25,68
48,138,46,10,16,245,16,19,70
49,131,40,11,8,270,13,29,58
50,104,34,21,19,267,25,27,63
51,83,27,20,19,314,15,16,66
52,111,42,13,11,293,16,29,45
53,79,38,13,15,285,23,55,52
54,101,32,11,18,257,15,72,54
55,77,27,13,10,305,16,69,43
56,80,35,11,17,302,12,62,41
57,77,28,9,12,308,13,74,39
58,74,27,11,12,319,14,69,34
59,70,22,14,14,335,12,68,25
60,60,32,17,13,328,15,61,34
61,59,26,8,15,355,15,52,30
62,58,28,15,16,353,13,45,32
63,58,20,9,16,347,8,57,45
64,50,22,9,13,382,8,37,39
65,46,19,10,11,386,17,42,29
66,45,28,12,11,374,18,46,26
67,61,23,21,9,371,11,35,29
68,39,17,15,12,390,11,45,31
69,47,19,10,11,395,17,36,25
70,40,25,14,10,395,10,35,31
71,34,26,8,8,412,13,35,24
72,36,11,11,14,428,10,29,21
73,43,22,11,9,392,9,51,23
74,34,18,12,8,423,9,33,23
75,30,19,10,11,418,14,32,26
76,36,9,11,16,419,10,40,19
77,36,19,14,15,408,12,31,25
78,36,12,8,13,424,7,32,28
79,29,16,12,13,440,8,19,23
80,31,10,15,17,434,10,20,23
81,20,15,8,16,459,8,18,16
82,24,14,6,16,437,14,27,22
83,28,13,12,11,443,8,27,18
84,22,21,18,11,433,15,15,25
85,26,18,11,13,442,10,20,20
86,26,13,10,8,458,7,18,20
87,24,15,14,10,437,16,21,23
88,12,15,12,11,460,17,19,14
89,25,15,12,9,446,20,18,15
90,22,13,17,13,449,12,21,13
91,16,9,11,9,465,17,18,15
92,28,13,8,16,462,6,17,10
93,17,8,9,14,464,16,16,16
94,25,7,11,12,455,19,18,13
95,21,18,14,17,445,17,17,11
96,12,15,19,12,461,13,12,16
97,17,10,18,8,467,9,15,16
98,17,12,10,20,463,11,15,12
99,17,11,17,23,451,9,19,13
100,10,15,11,15,476,11,13,9
101,11,13,8,10,481,10,15,12
102,6,18,15,14,459,12,25,11
103,17,8,11,14,430,15,16,49
104,8,13,8,11,424,14,19,63
105,14,14,11,8,406,9,13,85
106,19,12,15,22,365,15,17,95
107,11,15,7,8,339,13,22,145
108,6,12,18,13,329,16,16,150
109,15,14,11,10,303,8,16,183
110,12,15,11,13,264,12,17,216
111,10,15,13,7,256,3,15,241
112,13,15,8,9,257,8,20,230
113,12,13,19,10,251,10,18,227
114,12,13,14,6,225,13,14,263
115,10,16,14,8,223,6,20,263
116,9,15,10,10,222,11,12,271
117,12,10,18,7,223,7,13,270
118,12,6,12,18,254,17,13,228
119,9,11,11,12,267,10,9,231
120,11,11,18,13,242,12,12,241
121,10,10,6,13,289,7,11,214
122,13,10,14,19,294,16,10,184
123,13,10,6,14,325,6,9,177
124,15,14,9,10,300,8,11,193
125,9,9,5,19,340,12,4,162
126,14,11,6,10,349,9,15,146
127,18,12,14,8,325,14,11,158
128,13,11,15,13,332,11,8,157
129,15,28,8,8,321,6,15,159
130,7,57,13,16,327,4,15,121
131,3,49,15,17,281,7,8,180
132,12,69,11,15,264,7,14,168
133,11,95,16,18,257,7,8,148
134,14,120,10,18,251,12,5,130
135,14,155,16,14,227,10,11,113
136,12,148,8,13,236,6,17,120
137,10,176,12,13,207,12,15,115
138,16,203,11,8,200,9,9,104
139,7,216,6,14,200,16,10,91
140,14,199,13,17,169,16,14,118
141,11,200,8,12,161,13,10,145
142,13,198,14,12,153,7,5,158
143,13,172,13,12,149,11,12,178
144,8,144,7,18,133,13,14,223
145,7,138,9,21,142,11,12,220
146,13,164,7,14,130,12,8,212
147,13,137,10,14,125,8,10,243
148,13,146,7,13,112,12,9,248
149,8,118,11,14,107,11,3,288
150,17,122,14,7,110,8,11,271
151,10,111,9,14,88,14,10,304
152,12,96,12,7,87,10,11,325
153,10,94,14,15,94,16,7,310
154,7,90,10,13,70,14,14,342
155,9,93,10,34,75,8,8,323
156,13,96,15,46,71,18,12,289
157,5,66,12,45,65,12,14,341
158,19,66,13,29,68,8,10,347
159,11,77,10,31,59,11,8,353
160,15,73,15,32,66,9,10,340
161,11,59,8,28,56,8,12,378
162,16,43,12,28,58,8,6,389
163,10,54,9,30,49,11,7,390
164,10,58,17,37,45,8,8,377
165,14,61,10,40,53,15,12,355
166,12,44,12,27,47,10,9,399
167,10,57,12,29,32,12,11,397
