iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,90,106,106,106,99,100,112,74,107
2,101,103,139,86,95,88,99,87,102
3,91,100,139,111,93,91,83,90,102
4,121,85,165,105,78,78,92,83,93
5,152,74,161,86,72,87,84,86,98
6,197,61,147,92,74,86,68,81,94
7,220,73,130,88,83,81,80,77,68
8,249,76,132,77,70,74,81,71,70
9,281,68,130,74,62,62,61,81,81
10,288,71,119,83,77,54,78,61,69
11,331,52,110,74,79,62,71,61,60
12,360,69,105,62,66,65,52,62,59
13,366,68,107,68,65,66,51,55,54
14,381,61,103,60,60,65,63,59,48
15,369,45,100,71,59,51,58,85,62
16,397,47,97,48,44,71,58,85,53
17,419,47,93,56,52,46,55,78,54
18,443,54,87,53,51,46,45,70,51
19,439,56,90,42,50,39,52,95,37
20,452,38,67,52,70,50,46,91,34
21,470,56,85,35,45,47,49,67,46
22,450,95,67,50,43,42,44,73,36
23,421,129,82,34,34,48,43,72,37
24,383,160,72,50,39,47,46,63,40
25,378,200,53,45,41,38,39,66,40
26,393,218,60,37,33,38,36,53,32
27,327,244,63,45,35,30,32,83,41
28,316,296,53,29,34,38,43,53,38
29,321,298,46,39,45,32,34,57,28
30,297,316,48,26,35,52,38,51,37
31,283,344,50,32,30,34,44,44,39
32,281,360,43,38,38,27,39,53,21
33,228,407,50,39,27,34,37,51,27
34,227,419,51,35,29,33,21,57,28
35,234,428,37,35,27,36,29,45,29
36,212,460,45,25,25,25,34,41,33
37,217,468,41,31,23,33,21,41,25
38,194,489,44,29,26,27,33,36,22
39,206,485,45,35,23,27,27,33,19
40,174,506,37,27,22,36,25,42,31
41,184,527,37,29,21,25,23,29,25
42,150,577,31,11,20,25,22,31,33
43,146,564,35,17,17,26,37,38,20
44,155,554,26,26,24,21,25,42,27
45,129,583,35,28,26,27,25,32,15
46,128,579,28,21,23,24,29,37,31
47,131,588,40,20,17,24,26,34,20
48,94,578,28,29,57,42,23,27,22
49,127,566,24,21,59,38,27,23,15
50,106,609,25,28,45,13,17,34,23
51,102,591,30,37,45,32,18,27,18
52,92,547,30,29,57,15,80,29,21
53,91,523,23,16,53,22,126,26,20
54,93,515,69,21,43,27,87,27,18
55,97,488,57,22,39,23,125,26,23
56,86,460,64,19,47,26,160,19,19
57,79,410,54,39,46,21,201,27,23
58,116,378,66,28,47,20,190,31,24
59,162,375,48,16,53,22,174,27,23
60,185,375,59,22,39,20,165,18,17
61,218,352,48,24,42,22,150,21,23
62,218,330,56,17,41,13,139,21,65
63,192,315,46,20,35,22,141,23,106
64,177,279,53,23,36,26,152,21,133
65,178,271,46,22,39,16,138,30,160
66,137,325,43,19,24,22,138,29,163
67,165,321,35,15,41,20,141,16,146
68,145,356,35,14,39,20,116,23,152
69,190,345,43,16,27,18,109,23,129
70,217,317,44,25,21,20,92,22,142
71,216,341,36,15,32,24,105,17,114
72,212,377,36,14,28,19,94,13,107
73,184,406,20,14,29,14,103,22,108
74,187,404,33,20,29,19,90,19,99
75,181,436,31,11,25,21,71,25,99
76,167,425,43,19,21,12,99,21,93
77,135,475,29,26,26,17,71,21,100
78,147,453,34,24,39,18,77,15,93
79,153,485,26,22,28,23,60,19,84
80,126,495,24,30,27,27,59,18,94
81,114,538,26,18,23,18,68,21,74
82,105,551,26,21,20,18,61,19,79
83,118,534,32,18,24,18,61,23,72
84,97,559,34,18,21,23,48,26,74
85,112,568,29,18,25,21,54,20,53
86,95,575,31,22,20,23,63,12,59
87,86,600,31,18,17,20,50,19,59
88,80,567,64,14,17,23,53,20,62
89,93,572,57,21,18,22,53,16,48
90,77,593,53,22,20,20,46,11,58
91,77,596,55,19,16,22,55,20,40
92,81,613,49,19,23,16,48,18,33
93,67,633,59,11,12,16,49,12,41
94,55,622,51,20,22,19,43,23,45
95,61,637,60,28,20,16,27,13,38
96,60,641,40,29,28,10,36,18,38
97,74,629,41,18,23,24,34,16,41
98,56,667,47,11,19,19,36,7,38
99,46,661,31,30,19,27,32,15,39
100,39,672,52,22,9,16,38,17,35
101,44,668,45,21,12,19,41,21,29
102,70,660,30,26,11,18,30,17,38
103,45,657,39,18,15,22,40,12,52
