iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,118,90,104,99,96,103,88,102,100
2,79,69,82,95,73,94,81,232,95
3,83,77,73,188,73,69,86,177,74
4,54,57,68,297,66,61,78,152,67
5,56,65,67,369,42,72,51,120,58
6,45,55,42,440,40,54,63,94,67
7,48,48,38,480,46,54,44,89,53
8,51,52,46,484,45,59,53,53,57
9,58,48,39,508,40,36,47,67,57
10,48,41,40,533,49,36,49,54,50
11,53,46,31,550,40,38,46,55,41
12,47,45,38,567,28,42,54,44,35
13,60,39,39,552,39,42,44,52,33
14,52,37,29,588,34,33,45,43,39
15,49,42,29,585,37,35,56,38,29
16,37,43,31,613,30,34,42,38,32
17,44,40,28,594,44,43,45,31,31
18,38,38,46,576,45,50,37,43,27
19,46,33,48,567,41,41,58,35,31
20,41,39,37,587,56,38,46,23,33
21,47,32,44,562,42,40,40,32,61
22,44,37,40,599,36,35,30,37,42
23,36,42,46,574,52,41,35,32,42
24,56,27,31,492,29,41,39,153,32
25,34,34,44,358,48,31,37,287,27
26,34,44,30,260,66,45,22,367,32
27,28,31,28,234,45,36,40,417,41
28,52,43,38,168,29,26,34,477,33
29,26,41,48,138,56,31,34,492,34
30,35,132,30,99,40,32,34,468,30
31,28,243,153,64,43,29,25,295,20
32,26,329,110,52,33,34,31,266,19
33,41,401,109,29,35,29,31,197,28
34,47,474,84,36,32,33,37,139,18
35,45,510,59,48,37,36,35,106,24
36,34,368,148,169,34,24,32,75,16
37,34,465,118,125,23,29,20,66,20
38,29,528,112,91,26,26,22,37,29
39,37,517,91,83,30,42,23,48,29
40,29,537,51,63,37,34,45,60,44
41,28,553,46,70,52,27,35,46,43
42,29,571,40,69,36,37,47,42,29
43,33,567,40,48,50,36,36,43,47
44,34,464,27,190,35,29,40,36,45
45,34,324,43,307,41,43,41,45,22
46,38,246,53,391,33,34,41,30,34
47,32,218,38,444,25,30,36,49,28
48,39,166,34,477,44,42,37,28,33
49,32,142,31,521,41,36,33,34,30
50,48,94,39,511,49,46,32,39,42
51,36,77,55,548,37,42,28,48,29
52,35,75,48,567,44,39,30,37,25
53,41,53,35,560,37,50,30,65,29
