iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,76,65,67,67,79,73,63
2,50,70,60,69,84,90,67
3,78,63,60,65,61,104,59
4,61,56,61,60,55,123,74
5,54,51,50,66,68,146,55
6,55,59,50,62,52,155,57
7,41,46,60,47,60,177,59
8,55,51,55,60,53,171,45
9,27,53,51,53,56,198,52
10,52,47,34,41,44,235,37
11,55,40,38,50,49,216,42
12,44,38,57,29,42,251,29
13,44,36,43,37,41,238,51
14,34,28,36,46,21,283,42
15,28,46,33,39,41,258,45
16,34,34,39,32,46,273,32
17,46,20,36,29,30,291,38
18,35,34,29,32,29,296,35
19,37,29,28,31,32,303,30
20,28,36,33,30,25,312,26
21,22,33,38,43,24,297,33
22,36,22,25,32,26,318,31
23,24,35,38,26,28,311,28
24,26,16,30,35,29,338,16
25,22,23,22,27,27,351,18
26,25,23,35,35,24,325,23
27,22,32,18,28,27,343,20
28,19,19,24,23,26,348,31
29,22,24,24,21,16,358,25
30,27,22,23,21,17,364,16
31,17,16,27,16,20,367,27
32,24,25,20,19,19,369,14
33,13,23,13,11,19,389,22
34,22,30,17,16,17,372,16
35,26,16,30,14,27,366,11
36,13,16,31,13,12,389,16
37,16,18,9,21,25,390,11
38,14,18,20,16,19,392,11
39,15,16,15,24,25,376,19
40,17,12,19,19,18,383,22
41,20,21,19,16,17,379,18
42,9,14,12,21,9,401,24
43,17,12,13,17,14,404,13
44,16,14,21,12,14,400,13
45,18,13,23,27,11,391,7
46,17,11,15,16,10,405,16
47,12,8,14,16,13,413,14
48,13,13,16,20,17,394,17
49,23,12,10,19,14,403,9
50,18,21,14,22,17,391,7
51,21,19,17,15,11,389,18
52,19,13,8,17,11,413,9
53,19,16,8,16,16,401,14
54,8,15,13,23,13,399,19
55,14,13,13,14,14,413,9
56,10,12,13,12,10,417,16
57,14,12,14,16,13,414,7
58,12,7,14,17,16,408,16
59,13,12,17,11,16,402,19
60,13,13,13,11,15,408,17
61,15,11,17,12,14,407,14
62,13,10,13,19,14,408,13
63,15,18,8,13,12,408,16
64,13,12,13,14,10,410,18
65,12,11,21,15,11,406,14
66,15,17,10,17,13,410,8
67,14,15,13,15,9,409,15
68,17,18,22,12,9,403,9
69,14,5,17,23,16,408,7
70,17,6,21,13,12,402,19
71,12,20,18,10,8,410,12
72,10,11,8,8,15,419,19
73,12,9,38,14,9,397,11
74,13,8,36,11,10,399,13
75,10,14,54,15,17,362,18
76,12,5,75,12,14,365,7
77,12,13,106,12,5,328,14
78,12,15,120,12,6,316,9
79,16,13,115,15,19,291,21
80,11,21,139,17,15,271,16
81,10,12,176,15,12,246,19
82,11,11,181,10,11,256,10
83,12,11,193,12,11,244,7
84,8,7,190,11,17,243,14
85,12,11,223,10,13,209,12
86,12,15,228,8,11,205,11
87,16,12,235,12,13,189,13
88,10,14,264,14,14,166,8
89,12,15,264,15,12,160,12
90,9,7,291,11,15,143,14
91,13,4,289,23,13,132,16
92,10,5,287,15,13,145,15
93,8,8,291,11,19,143,10
94,10,6,320,14,15,112,13
95,14,12,313,13,11,113,14
96,9,7,351,8,11,96,8
97,9,8,333,11,15,98,16
98,11,7,335,12,10,102,13
99,10,10,348,18,8,88,8
100,7,7,352,13,12,83,16
101,13,10,358,15,6,79,9
102,8,8,347,10,16,88,13
103,10,10,341,18,11,88,12
104,11,15,344,8,11,85,16
105,12,9,366,8,12,68,15
106,21,18,358,13,8,63,9
107,10,11,365,9,10,69,16
108,10,11,370,15,14,62,8
109,7,11,379,11,18,49,15
110,10,12,379,14,9,58,8
111,7,9,393,11,8,54,8
112,18,5,391,7,9,52,8
113,11,9,383,7,12,52,16
114,16,12,369,13,21,46,13
115,13,16,390,7,11,38,15
116,10,7,383,11,5,65,9
117,9,13,341,13,16,87,11
118,12,10,322,13,3,113,17
119,12,5,297,13,15,138,10
120,10,11,290,11,10,143,15
121,7,18,245,14,10,178,18
122,11,13,247,16,16,176,11
123,16,10,235,15,12,193,9
124,8,11,214,19,8,218,12
125,9,18,206,14,8,222,13
126,10,13,195,23,9,232,8
127,11,13,198,14,11,236,7
128,16,13,196,9,10,234,12
129,17,7,177,6,8,266,9
130,14,15,166,13,10,260,12
131,11,9,153,13,21,273,10
132,14,11,141,12,12,289,11
133,11,21,125,9,16,295,13
134,14,29,150,8,12,269,8
135,13,69,124,14,9,247,14
136,11,81,138,3,12,237,8
137,16,115,94,16,9,226,14
138,6,114,108,7,10,237,8
139,16,135,103,8,14,201,13
140,16,150,85,12,14,202,11
141,16,155,90,14,10,192,13
142,14,190,92,15,13,155,11
143,19,203,84,13,11,153,7
144,7,211,91,12,10,144,15
145,12,238,61,6,8,156,9
146,9,241,63,15,12,136,14
147,13,238,59,11,11,147,11
148,19,224,89,13,17,113,15
149,9,203,130,12,9,115,12
150,16,213,119,18,12,109,3
151,11,203,149,16,14,89,8
152,10,193,167,13,14,84,9
153,16,180,175,16,10,82,11
154,12,145,187,18,9,104,15
155,19,166,188,11,13,78,15
156,11,144,210,14,13,84,14
157,12,143,244,8,5,72,6
158,14,130,235,16,9,77,9
159,10,133,245,12,8,74,8
160,10,113,262,10,11,72,12
161,16,116,255,16,13,66,8
162,10,110,273,16,11,63,7
163,11,109,283,10,11,60,6
164,13,91,289,14,13,59,11
165,11,98,312,9,7,41,12
166,10,82,323,12,8,41,14
167,17,90,301,14,10,48,10
168,16,71,333,15,6,44,5
169,7,68,333,15,16,37,14
170,8,63,333,16,13,50,7
171,8,60,356,8,12,35,11
172,7,45,362,13,14,43,6
173,8,58,334,13,7,61,9
174,11,67,297,14,10,82,9
175,11,63,293,8,11,97,7
176,17,57,268,12,9,117,10
177,12,52,253,14,12,135,12
178,15,50,221,11,13,168,12
179,10,48,226,11,14,173,8
180,10,46,231,9,9,179,6
181,12,44,199,8,10,208,9
182,12,46,191,10,15,200,16
183,13,35,149,14,6,263,10
