iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,64,75,67,78,59,72,75
2,75,69,64,64,75,77,66
3,80,66,48,72,61,105,58
4,58,58,62,49,65,141,57
5,55,57,53,48,49,174,54
6,49,56,61,61,66,142,55
7,39,44,45,46,69,186,61
8,48,47,39,46,55,195,60
9,57,42,52,49,43,205,42
10,39,41,36,46,42,238,48
11,52,44,33,47,47,220,47
12,39,36,39,54,48,239,35
13,37,51,40,32,39,242,49
14,43,53,47,40,40,237,30
15,42,44,35,33,37,265,34
16,33,43,30,35,34,281,34
17,35,39,29,21,26,300,40
18,38,33,25,33,25,299,37
19,19,36,46,31,30,297,31
20,32,38,25,28,22,320,25
21,28,32,25,32,26,320,27
22,19,24,35,23,34,327,28
23,16,25,35,24,28,340,22
24,25,34,39,24,28,314,26
25,30,39,29,32,18,318,24
26,21,26,19,25,25,351,23
27,23,31,24,17,21,347,27
28,20,21,29,32,20,338,30
29,19,31,26,22,22,352,18
30,16,29,15,18,23,367,22
31,24,17,22,22,18,364,23
32,22,18,21,18,18,376,17
33,20,17,25,27,23,357,21
34,22,19,24,23,15,363,24
35,13,24,23,20,21,373,16
36,21,18,13,25,23,370,20
37,14,19,9,19,28,381,20
38,11,15,18,21,16,390,19
39,19,16,17,18,18,388,14
40,14,15,18,18,23,385,17
41,9,14,22,15,15,401,14
42,12,17,13,19,14,399,16
43,16,12,15,20,23,390,14
44,13,19,19,16,20,387,16
45,13,22,15,17,18,388,17
46,10,11,16,13,16,409,15
47,19,12,14,14,20,397,14
48,9,15,14,18,18,396,20
49,10,11,20,10,15,406,18
50,16,15,10,12,10,414,13
51,17,17,13,18,9,405,11
52,14,13,19,15,27,388,14
53,9,10,11,18,24,410,8
54,15,12,9,16,14,410,14
55,11,18,9,11,19,413,9
56,14,15,20,6,16,400,19
57,10,12,13,13,19,406,17
58,9,11,16,10,21,411,12
59,15,11,8,17,15,417,7
60,10,14,12,12,15,422,5
61,9,21,17,12,16,400,15
62,13,14,10,8,13,423,9
63,14,14,14,10,12,413,13
64,5,12,16,18,17,406,16
65,12,20,13,10,10,413,12
66,15,12,17,14,10,413,9
67,10,20,9,11,17,407,16
68,9,20,11,12,17,408,13
69,6,15,9,11,9,433,7
70,19,11,9,10,14,414,13
71,17,16,15,9,15,404,14
72,14,14,13,9,12,423,5
73,13,10,14,16,20,414,3
74,11,11,12,12,22,409,13
75,11,21,19,11,7,406,15
76,9,14,18,12,10,414,13
77,16,9,13,14,10,417,11
78,5,8,16,9,11,428,13
79,14,11,9,10,16,419,11
80,10,20,10,10,12,410,18
81,11,18,12,14,9,414,12
82,12,9,12,12,8,425,12
83,6,14,10,15,9,423,13
84,9,11,15,12,14,419,10
85,9,12,10,9,16,422,12
86,14,13,13,12,18,412,8
87,7,8,10,14,9,433,9
88,12,16,11,19,11,412,9
89,16,17,9,16,7,416,9
90,3,21,14,22,12,410,8
91,10,9,12,14,20,415,10
92,18,12,12,9,20,408,11
93,13,9,13,8,22,412,13
94,11,17,11,20,14,408,9
95,12,15,16,17,11,408,11
96,13,11,11,16,10,418,11
97,11,11,10,10,10,431,7
98,8,13,14,9,16,421,9
99,13,6,17,13,11,423,7
100,7,14,17,12,9,427,4
101,10,8,18,13,9,423,9
102,14,8,14,12,14,416,12
103,10,9,17,11,13,423,7
104,13,11,7,7,17,418,17
105,14,10,16,8,11,423,8
106,10,14,16,13,10,413,14
107,15,10,15,9,8,426,7
108,15,15,15,14,13,403,15
109,12,11,12,20,12,413,10
110,10,10,42,16,11,389,12
111,10,11,58,12,16,370,13
112,13,13,69,12,9,361,13
113,7,9,85,9,13,354,13
114,9,12,121,14,10,312,12
115,9,19,143,7,6,292,14
116,15,12,145,16,7,290,5
117,14,6,173,8,11,260,18
118,10,11,161,14,12,272,10
119,18,9,189,15,12,229,18
120,14,7,221,10,14,212,12
121,18,11,235,13,9,192,12
122,8,8,241,18,13,189,13
123,8,7,258,12,11,184,10
124,16,15,247,13,10,174,15
125,7,10,258,13,14,179,9
126,18,14,273,13,9,153,10
127,11,10,291,9,9,149,11
128,14,10,296,12,10,130,18
129,10,10,313,10,8,129,10
130,13,10,321,9,12,119,6
131,10,9,302,18,20,109,22
132,14,9,283,13,15,146,10
133,7,8,312,9,4,142,8
134,8,10,318,16,14,113,11
135,10,12,309,14,10,119,16
136,13,11,317,12,11,116,10
137,14,16,323,10,11,98,18
138,14,11,327,17,9,101,11
139,8,11,342,9,10,101,9
140,7,18,340,11,10,93,11
141,12,16,345,8,10,86,13
142,11,15,349,12,10,76,17
143,8,15,349,14,13,77,14
144,18,15,364,10,13,63,7
145,7,19,372,10,8,64,10
146,9,10,359,16,18,65,13
147,8,11,377,12,11,58,13
148,6,9,386,9,8,61,11
149,8,16,390,11,9,48,8
150,10,18,366,9,15,60,12
151,10,9,396,8,14,43,10
152,10,8,388,4,13,55,12
153,9,14,368,20,14,55,10
154,10,12,398,8,12,43,7
155,18,13,366,13,21,46,13
156,11,9,397,10,12,43,8
157,19,14,377,12,6,53,9
158,14,12,402,10,15,27,10
159,12,14,388,12,14,36,14
160,11,15,401,7,13,38,5
161,7,8,412,8,10,31,14
162,14,16,399,18,13,24,6
163,17,16,373,9,6,52,17
164,13,11,380,8,15,50,13
165,12,15,372,15,14,50,12
166,19,11,370,15,14,45,16
167,8,14,368,18,16,54,12
168,6,9,405,10,9,38,13
169,20,14,384,11,14,32,15
170,11,8,414,13,4,27,13
171,10,9,389,12,8,48,14
172,11,5,406,13,19,27,9
173,7,10,398,12,15,38,10
174,13,10,380,18,14,40,15
175,13,9,402,9,8,36,13
176,10,9,412,8,6,31,14
177,10,15,388,14,8,41,14
178,16,15,401,7,16,26,9
179,12,11,396,17,9,29,16
180,7,14,409,15,9,23,13
181,9,16,413,10,9,17,16
182,14,18,401,18,6,24,9
183,13,15,408,9,9,24,12
184,11,23,399,13,10,23,11
185,11,15,409,13,8,22,12
186,7,12,415,13,11,26,6
187,11,18,402,14,12,22,11
188,9,7,418,14,10,26,6
189,14,8,415,10,17,16,10
190,17,13,411,15,6,16,12
191,10,10,421,9,10,22,8
192,12,13,399,14,19,20,13
193,10,12,415,10,14,18,11
194,13,12,420,7,14,22,2
195,19,10,413,10,16,17,5
196,4,15,414,17,10,16,14
197,12,14,427,8,8,12,9
198,15,12,421,12,10,11,9
199,16,15,407,10,12,14,16
200,8,9,423,15,6,17,12
201,13,18,412,11,10,11,15
202,17,14,405,13,10,21,10
203,13,14,407,5,17,20,14
204,11,18,410,6,12,20,13
205,12,14,407,13,13,16,15
206,12,13,414,10,16,13,12
207,13,8,413,8,17,15,16
208,10,14,421,10,13,10,12
209,12,12,412,15,13,13,13
210,11,15,413,10,11,17,13
211,13,11,432,7,7,12,8
212,12,8,420,12,13,13,12
213,13,13,417,10,11,11,15
214,18,19,393,16,10,16,18
215,19,14,397,16,12,18,14
216,11,6,421,13,8,19,12
217,19,13,406,9,17,11,15
218,16,4,416,8,9,23,14
219,16,14,412,11,19,7,11
220,12,8,409,14,20,8,19
221,14,11,421,12,8,15,9
222,3,11,427,12,9,15,13
223,10,7,409,13,12,20,19
224,14,8,420,15,9,11,13
225,7,10,442,5,9,7,10
226,8,10,416,16,14,13,13
227,10,17,415,14,12,9,13
228,12,9,420,13,5,15,16
229,7,10,420,12,10,15,16
230,8,12,427,12,6,12,13
231,10,11,424,12,10,10,13
232,12,16,415,8,19,12,8
233,13,12,420,9,13,9,14
234,19,12,423,10,11,5,10
235,18,13,418,7,9,12,13
236,9,8,418,10,13,15,17
237,17,9,411,7,13,20,13
238,12,9,424,12,12,10,11
239,12,9,422,11,13,14,9
240,21,9,407,15,18,9,11
241,16,10,418,7,10,18,11
242,15,5,430,6,6,18,10
243,13,10,423,5,14,11,14
244,11,5,419,9,19,12,15
245,19,9,421,8,11,10,12
246,16,10,403,14,19,16,12
247,23,11,416,13,9,7,11
248,12,15,427,10,9,8,9
249,17,14,412,11,18,7,11
250,12,7,432,7,13,9,10
251,13,4,408,19,17,11,18
252,9,6,432,10,13,8,12
253,17,11,412,12,19,12,7
254,16,20,423,7,14,4,6
255,26,7,410,11,11,18,7
256,15,13,411,13,12,15,11
257,15,14,411,14,15,7,14
258,12,11,414,20,8,17,8
259,16,11,420,9,10,9,15
260,15,12,427,6,9,7,14
261,18,8,422,7,5,18,12
262,17,10,419,8,12,14,10
263,17,10,422,11,11,9,10
264,11,11,425,10,12,12,9
265,13,8,421,13,10,18,7
266,12,12,424,14,8,15,5
267,17,10,425,12,11,7,8
268,14,9,425,9,9,12,12
269,12,7,418,14,15,11,13
270,12,13,415,12,10,14,14
271,10,9,423,13,10,13,12
272,13,12,425,15,6,9,10
273,12,16,417,14,9,15,7
274,11,8,429,9,12,11,10
275,11,8,422,10,17,10,12
276,10,13,423,9,7,12,16
277,14,10,417,7,12,17,13
278,15,7,425,12,9,10,12
279,17,11,416,14,12,11,9
280,10,6,426,7,14,11,16
281,15,14,410,12,18,9,12
282,13,3,426,15,10,12,11
283,16,7,414,12,15,17,9
284,10,13,417,13,12,7,18
285,8,13,423,14,12,10,10
286,9,14,415,11,14,17,10
287,5,13,428,11,16,11,6
288,12,11,415,14,16,13,9
289,13,8,413,18,10,16,12
290,17,4,420,12,12,14,11
291,16,14,410,14,8,15,13
292,12,6,430,6,12,14,10
