iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,83,71,70,68,65,65,68
2,71,63,57,68,60,106,65
3,60,69,66,61,74,96,64
4,60,46,72,73,61,122,56
5,49,68,58,55,64,139,57
6,54,50,56,60,46,176,48
7,48,58,38,56,52,193,45
8,42,51,57,46,56,191,47
9,45,44,53,52,40,221,35
10,41,39,55,49,45,217,44
11,44,39,53,42,47,223,42
12,41,37,47,32,40,246,47
13,35,41,34,47,39,252,42
14,38,56,28,32,41,248,47
15,43,35,44,36,37,270,25
16,38,42,32,34,29,291,24
17,37,29,39,36,32,275,42
18,24,27,37,36,30,299,37
19,44,33,38,20,27,305,23
20,29,29,27,27,25,330,23
21,30,26,26,26,30,324,28
22,30,18,27,28,29,333,25
23,21,29,26,32,24,325,33
24,29,23,23,21,19,356,19
25,25,24,23,26,33,338,21
26,29,25,29,21,30,322,34
27,20,18,25,27,27,351,22
28,23,24,25,21,22,348,27
29,12,25,20,19,21,377,16
30,20,26,19,22,29,351,23
31,23,11,18,22,23,374,19
32,18,11,17,28,12,385,19
33,21,25,24,21,28,348,23
34,11,15,28,13,22,388,13
35,21,17,15,21,20,378,18
36,21,20,19,17,11,382,20
37,23,15,20,24,13,375,20
38,24,24,9,20,19,376,18
39,27,18,21,26,16,372,10
40,13,31,15,16,18,380,17
41,21,19,7,25,20,387,11
42,19,25,14,12,19,383,18
43,18,10,16,16,27,387,16
44,15,14,5,15,20,407,14
45,8,8,17,18,21,393,25
46,20,24,7,21,15,391,12
47,12,13,15,14,13,408,15
48,12,14,14,15,14,411,10
49,17,14,15,15,19,398,12
50,13,18,17,18,18,392,14
51,12,14,11,16,19,396,22
52,15,18,11,20,15,393,18
53,13,16,19,12,15,396,19
54,21,12,17,10,8,402,20
55,17,10,14,15,11,406,17
56,16,17,12,14,13,405,13
57,13,9,7,15,17,415,14
58,10,12,21,21,10,409,7
59,11,9,12,10,16,415,17
60,18,10,13,10,11,416,12
61,18,7,12,13,15,406,19
62,11,15,18,13,13,407,13
63,11,11,11,15,15,407,20
64,15,17,14,11,21,402,10
65,14,11,10,17,13,411,14
66,9,14,10,18,14,408,17
67,10,11,15,13,13,417,11
68,13,12,9,9,11,425,11
69,11,12,11,10,11,418,17
70,10,9,12,15,13,421,10
71,15,16,11,10,16,412,10
72,10,15,13,8,14,421,9
73,14,6,10,14,8,424,14
74,9,13,12,5,19,422,10
75,19,12,16,12,9,405,17
76,11,13,13,12,19,410,12
77,14,8,12,15,13,405,23
78,14,13,13,18,8,410,14
79,10,9,13,8,12,425,13
80,12,10,13,16,7,419,13
81,15,10,14,16,11,411,13
82,13,15,13,14,9,411,15
83,11,12,10,7,10,428,12
84,9,7,12,15,11,425,11
85,9,15,12,13,13,417,11
86,10,12,9,9,9,427,14
87,7,13,16,10,7,421,16
88,17,12,13,11,11,413,13
89,10,14,13,13,11,415,14
90,11,16,9,14,6,425,9
91,8,10,12,12,13,426,9
92,21,10,10,17,16,407,9
93,12,14,11,7,9,429,8
94,14,14,14,8,12,415,13
95,17,14,8,13,13,417,8
96,10,11,9,14,10,423,13
97,8,5,6,15,11,433,12
98,18,11,11,12,12,418,8
99,17,13,16,9,12,416,7
100,13,10,8,12,9,423,15
101,10,9,11,14,10,423,13
102,14,12,10,9,17,415,13
103,14,9,7,12,19,416,13
104,12,9,11,13,10,428,7
105,13,21,9,11,8,420,8
106,11,8,11,7,9,432,12
107,15,15,14,12,12,414,8
108,13,12,10,10,15,420,10
109,14,14,17,8,5,418,14
110,13,13,8,9,5,430,12
111,15,10,14,6,11,423,11
112,13,15,8,13,12,412,17
113,11,10,13,17,9,420,10
114,14,14,7,13,15,420,7
115,9,9,15,13,25,408,11
116,12,11,9,10,7,436,5
117,8,10,5,14,12,421,20
118,14,12,10,16,16,410,12
119,9,7,12,9,11,428,14
120,6,21,4,15,9,420,15
121,12,13,11,9,12,417,16
122,13,8,12,11,15,423,8
123,14,15,13,13,10,417,8
124,13,11,8,4,17,421,16
125,8,13,14,17,10,413,15
126,12,15,14,12,13,408,16
127,9,16,15,16,11,412,11
128,15,19,7,12,9,415,13
129,14,13,11,12,7,416,17
130,12,14,28,16,12,399,9
131,15,13,56,14,10,366,16
132,8,18,87,14,6,343,14
133,8,16,92,14,16,332,12
134,12,15,126,12,10,309,6
135,13,10,126,16,15,303,7
136,12,11,167,10,12,263,15
137,8,18,145,14,13,281,11
138,14,10,193,5,12,243,13
139,9,12,202,13,14,230,10
140,10,14,223,9,18,204,12
141,11,14,221,23,13,198,10
142,7,7,252,6,7,198,13
143,13,10,249,8,17,177,16
144,7,12,257,13,9,178,14
145,13,15,265,10,12,164,11
146,9,7,271,18,20,154,11
147,9,12,294,8,17,137,13
148,8,14,290,15,10,138,15
149,16,7,301,11,13,136,6
150,14,11,309,14,15,116,11
151,12,6,332,10,13,106,11
152,15,17,321,15,6,107,9
153,9,8,315,13,15,120,10
154,11,10,338,9,15,95,12
155,14,9,347,13,8,91,8
156,11,8,347,12,14,90,8
157,10,11,356,12,13,79,9
158,8,10,348,15,8,88,13
159,8,17,361,9,9,73,13
160,8,12,355,15,13,73,14
161,5,15,355,15,11,74,15
162,12,9,371,8,9,62,19
163,8,9,360,20,14,68,11
164,9,8,377,20,11,48,17
165,13,11,380,14,8,56,8
166,11,9,377,17,10,51,15
167,15,5,384,9,15,44,18
168,9,17,378,15,7,54,10
169,6,14,380,15,8,44,23
170,9,12,397,10,6,51,5
171,17,14,389,11,8,41,10
172,8,12,391,15,8,40,16
173,17,13,389,16,9,37,9
174,11,16,404,11,6,31,11
175,11,8,398,13,9,38,13
176,11,8,393,14,12,39,13
177,10,6,408,11,10,32,13
178,11,9,400,11,17,28,14
179,17,7,401,6,7,35,17
180,13,12,409,16,10,22,8
181,11,12,405,4,9,35,14
182,17,10,402,13,10,23,15
183,16,9,398,14,8,31,14
184,12,12,413,10,3,32,8
185,15,11,406,11,11,26,10
186,14,9,401,13,11,27,15
187,11,16,403,10,10,28,12
188,37,8,382,10,18,25,10
189,60,15,359,13,17,14,12
190,76,13,339,15,8,21,18
191,78,9,350,11,10,23,9
192,114,13,309,14,9,20,11
193,120,15,303,6,12,16,18
194,157,7,272,17,6,22,9
195,191,12,232,11,10,17,17
196,181,15,238,11,14,18,13
197,211,15,208,7,15,23,11
198,211,13,215,9,12,17,13
199,221,10,212,7,8,19,13
200,237,13,200,6,7,18,9
201,233,11,186,10,16,20,14
202,241,14,182,7,13,18,15
203,272,10,159,12,5,20,12
204,301,9,125,7,16,19,13
205,289,11,144,12,12,15,7
206,288,16,133,7,16,19,11
207,287,17,139,13,15,15,4
208,308,17,123,3,16,9,14
209,323,9,114,12,9,14,9
210,313,12,105,16,18,12,14
211,329,11,108,6,14,13,9
212,312,13,113,6,20,13,13
213,337,9,98,9,11,15,11
214,337,7,102,8,11,15,10
215,331,14,92,5,15,21,12
216,360,13,79,9,10,11,8
217,367,8,71,10,12,13,9
218,320,15,109,15,12,12,7
219,324,6,107,13,9,14,17
220,300,12,135,8,14,10,11
221,267,17,147,9,17,14,19
222,287,5,142,13,16,14,13
223,300,8,125,15,10,18,14
224,299,13,121,14,15,12,16
225,312,11,122,2,16,13,14
226,299,5,130,16,11,11,18
227,291,10,143,9,12,12,13
228,272,12,160,11,9,19,7
229,290,14,140,11,7,15,13
230,286,11,150,8,10,11,14
231,284,10,143,17,13,9,14
232,299,14,128,9,12,19,9
233,301,11,127,12,11,16,12
234,308,15,115,16,11,9,16
235,337,11,106,6,11,10,9
236,319,7,113,13,8,19,11
237,327,6,113,7,6,20,11
238,316,13,113,15,11,11,11
239,346,13,94,10,7,10,10
240,329,15,110,12,6,10,8
241,340,13,89,18,13,8,9
242,346,18,81,15,12,8,10
243,353,11,79,12,12,11,12
244,333,41,67,11,10,11,17
245,322,55,65,11,15,10,12
246,318,59,66,6,12,15,14
247,346,42,54,13,10,12,13
248,328,47,67,9,11,15,13
249,344,41,53,11,10,14,17
250,330,51,71,7,12,4,15
251,342,43,49,11,14,13,18
252,353,48,36,12,13,17,11
253,361,36,43,10,9,15,16
254,361,45,40,5,13,12,14
255,349,47,44,13,9,11,17
256,377,35,40,7,9,11,11
257,369,32,36,7,17,12,17
258,365,37,40,11,12,10,15
259,375,28,41,8,14,15,9
260,376,32,34,5,19,13,11
261,378,21,30,9,18,18,16
262,381,30,21,14,8,20,16
263,377,29,38,8,9,13,16
264,392,31,29,6,14,6,12
265,392,24,28,9,12,15,10
266,397,20,16,23,8,14,12
267,397,22,29,11,10,10,11
268,387,29,30,7,8,18,11
269,385,32,34,8,9,9,13
270,384,25,33,11,6,15,16
271,396,28,21,9,12,5,19
272,402,26,22,12,7,11,10
273,405,13,28,7,11,14,12
274,419,21,18,8,7,7,10
275,414,21,18,10,7,8,12
276,393,19,25,9,16,12,16
277,392,17,18,14,11,22,16
278,397,22,25,10,12,12,12
279,403,21,19,12,11,9,15
280,420,15,14,9,13,11,8
281,402,18,18,16,15,10,11
282,423,14,14,6,8,12,13
283,406,23,13,7,16,7,18
284,421,12,8,15,11,15,8
285,406,29,15,13,12,6,9
286,400,14,24,10,11,18,13
287,421,11,15,10,16,9,8
288,415,19,10,8,12,11,15
289,414,17,11,9,16,10,13
290,418,9,10,16,15,12,10
