iteration,exchangeRandom,inversion,swap,scramble,randomShuffle,addRandomly,shift
0,70,70,70,70,70,70,70
1,81,69,70,72,51,66,81
2,77,79,54,71,61,89,59
3,67,67,65,60,56,111,64
4,54,63,55,76,57,141,44
5,49,43,71,58,57,147,65
6,52,58,57,54,43,181,45
7,39,57,51,49,59,178,57
8,38,62,45,54,46,198,47
9,46,38,48,50,48,210,50
10,45,49,50,36,38,224,48
11,46,31,53,40,60,207,53
12,49,37,60,34,44,227,39
13,44,36,54,43,36,241,36
14,41,57,25,35,38,255,39
15,33,39,28,33,45,281,31
16,32,44,42,51,28,260,33
17,36,34,32,30,43,274,41
18,34,35,29,37,45,277,33
19,29,28,25,29,30,321,28
20,27,34,25,37,30,311,26
21,27,24,36,38,27,306,32
22,30,34,27,29,24,320,26
23,36,20,24,27,30,330,23
24,35,19,24,28,29,338,17
25,26,24,23,27,35,327,28
26,32,38,17,20,21,340,22
27,21,26,26,20,23,353,21
28,23,30,24,23,24,345,21
29,22,24,21,24,20,363,16
30,27,25,15,21,24,363,15
31,24,15,17,13,16,384,21
32,24,18,22,27,25,362,12
33,11,18,21,17,26,374,23
34,25,26,16,20,21,358,24
35,16,21,19,23,16,376,19
36,16,22,23,17,19,373,20
37,14,15,9,14,22,400,16
38,12,25,17,10,20,390,16
39,15,27,39,19,24,339,27
40,18,21,54,17,24,337,19
41,25,13,95,12,20,302,23
42,16,20,116,16,10,296,16
43,24,22,106,14,16,293,15
44,16,16,117,17,14,293,17
45,14,16,157,15,24,253,11
46,15,20,172,16,18,238,11
47,15,11,186,22,15,227,14
48,13,15,209,12,11,216,14
49,17,16,191,11,20,216,19
50,12,14,223,13,11,203,14
51,10,18,245,17,17,170,13
52,17,18,236,14,17,177,11
53,15,18,252,19,14,159,13
54,14,13,264,17,22,149,11
55,14,12,295,17,12,126,14
56,16,15,276,14,10,141,18
57,16,16,265,7,18,158,10
58,20,7,294,7,13,135,14
59,12,11,313,15,15,111,13
60,6,17,328,8,20,95,16
61,13,15,321,14,8,106,13
62,11,12,335,22,11,89,10
63,9,13,336,12,8,103,9
64,15,13,339,9,13,95,6
65,18,12,330,15,18,82,15
66,14,12,357,5,17,71,14
67,18,14,346,10,12,75,15
