iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,77,72,63,67,66,68,63,84
2,62,67,74,62,71,71,64,89
3,60,58,62,60,60,54,79,127
4,55,61,58,65,62,53,62,144
5,86,62,60,55,55,50,61,131
6,109,60,70,58,57,45,48,113
7,102,46,41,52,57,53,53,156
8,90,56,41,52,53,41,47,180
9,124,51,48,44,54,43,49,147
10,140,36,38,53,37,55,40,161
11,154,31,37,43,44,53,54,144
12,174,43,39,44,40,41,44,135
13,187,36,48,45,42,38,35,129
14,208,47,25,39,46,38,47,110
15,204,31,31,27,41,45,35,146
16,204,44,39,37,38,36,35,127
17,215,36,28,32,52,36,34,127
18,195,41,31,32,89,32,24,116
19,197,30,34,27,113,22,22,115
20,179,30,40,24,134,22,29,102
21,159,23,32,31,145,36,33,101
22,166,29,25,30,176,25,26,83
23,148,31,29,20,202,22,20,88
24,169,24,29,20,183,28,28,79
25,163,29,24,17,188,28,29,82
26,202,28,19,26,156,28,25,76
27,200,31,20,27,156,24,16,86
28,221,17,17,19,165,25,25,71
29,227,29,20,18,128,31,18,89
30,206,27,27,10,139,22,24,105
31,202,28,10,24,112,9,22,153
32,228,23,21,15,112,19,12,130
33,243,18,20,15,109,27,19,109
34,237,22,12,21,99,23,22,124
35,237,25,23,11,83,22,36,123
36,234,23,13,16,99,18,27,130
37,217,22,22,16,79,17,26,161
38,196,17,20,15,92,16,34,170
39,165,25,20,16,81,20,19,214
40,179,17,9,12,77,13,25,228
41,141,21,16,19,76,16,19,252
42,160,13,19,22,74,23,23,226
43,135,17,21,12,69,13,29,264
44,143,20,13,14,54,12,25,279
45,132,12,17,9,66,14,27,283
46,125,17,14,14,49,15,30,296
47,99,20,8,16,49,16,21,331
48,111,15,20,15,45,6,17,331
49,95,9,10,16,45,14,14,357
50,99,13,11,10,49,7,17,354
51,87,23,13,7,56,9,10,355
52,78,9,9,13,48,12,16,375
53,83,15,14,8,28,16,19,377
54,85,13,19,18,35,10,18,362
55,66,12,13,11,36,17,16,389
56,61,14,8,17,33,8,23,396
57,77,9,10,15,34,14,17,384
58,60,11,16,14,35,13,10,401
59,60,9,25,10,27,14,18,397
60,54,12,19,10,24,13,13,415
61,51,12,20,14,33,15,10,405
62,66,11,6,10,24,11,12,420
63,51,10,16,12,26,7,18,420
64,48,16,17,8,31,13,18,409
65,47,25,17,9,35,12,12,403
66,39,19,12,13,20,13,18,426
67,51,17,16,13,26,15,16,406
68,43,17,9,16,24,13,10,428
69,37,12,19,10,25,11,15,431
70,35,12,17,10,56,19,15,396
71,29,10,18,17,40,19,15,412
72,32,13,11,16,74,15,16,383
73,20,13,17,18,98,17,14,363
74,29,12,23,11,127,12,7,339
75,29,13,7,18,130,12,18,333
76,21,12,10,20,117,16,42,322
77,42,10,14,11,119,15,63,286
78,24,14,11,12,120,9,96,274
79,27,10,8,10,111,13,125,256
80,34,12,10,9,105,13,133,244
81,27,10,11,21,120,6,149,216
82,23,9,14,16,113,14,152,219
83,18,19,13,13,119,5,169,204
84,22,12,12,20,130,12,166,186
85,17,13,11,26,143,10,148,192
86,18,12,8,53,144,12,155,158
87,21,11,18,50,154,13,138,155
88,14,11,7,83,146,14,136,149
89,23,11,7,96,144,7,143,129
90,19,9,10,139,142,11,95,135
91,18,12,8,162,120,14,107,119
92,19,15,8,169,111,12,101,125
93,18,10,8,164,117,16,97,130
94,17,11,16,193,104,13,87,119
95,18,12,12,231,93,10,88,96
96,17,7,12,211,102,17,97,97
97,19,12,12,231,87,15,94,90
98,19,14,8,246,82,14,89,88
99,12,4,13,284,93,9,67,78
100,11,19,9,295,83,9,58,76
101,14,10,9,302,74,16,53,82
102,17,8,10,318,71,10,58,68
103,19,13,15,337,50,11,40,75
104,15,13,9,331,67,13,56,56
105,11,9,8,341,60,11,57,63
106,14,9,10,366,55,11,49,46
107,13,17,7,374,49,8,50,42
108,16,10,8,363,48,15,51,49
109,16,10,15,354,58,14,42,51
110,13,12,13,377,54,20,36,35
111,19,13,11,379,42,10,37,49
112,9,22,16,370,48,16,34,45
113,9,23,8,390,36,15,38,41
114,12,13,11,400,32,24,24,44
115,12,21,9,377,31,7,63,40
116,8,15,14,349,36,15,84,39
117,16,16,12,327,34,19,102,34
118,11,13,8,320,23,18,138,29
119,17,10,9,303,32,13,132,44
120,18,11,11,290,28,9,179,14
121,15,16,11,277,21,13,183,24
122,19,10,10,241,40,6,202,32
123,16,8,7,250,30,11,208,30
124,13,6,13,222,31,11,241,23
125,12,14,9,228,28,9,236,24
126,11,10,10,196,19,7,276,31
127,15,17,15,183,31,12,267,20
128,10,8,9,197,20,18,276,22
129,11,16,10,196,24,9,272,22
130,8,11,13,199,20,15,269,25
131,11,7,13,219,27,14,251,18
132,11,13,12,235,25,16,223,25
133,10,13,11,267,10,12,219,18
134,10,13,7,286,19,10,198,17
135,11,17,15,276,24,13,192,12
136,11,15,7,292,18,14,189,14
137,9,9,9,302,26,12,175,18
138,9,13,10,319,17,12,155,25
139,8,17,14,291,28,9,182,11
140,14,11,10,344,26,9,134,12
141,7,12,7,332,18,7,161,16
142,10,11,8,302,25,12,175,17
143,15,11,6,297,16,12,186,17
144,16,11,6,257,26,14,206,24
145,13,18,15,245,11,12,230,16
146,17,14,9,238,15,7,244,16
147,13,16,10,219,14,13,261,14
148,15,10,14,205,19,18,269,10
149,15,12,14,183,17,14,291,14
150,5,9,16,182,13,13,308,14
151,15,10,3,164,14,17,319,18
152,11,12,9,176,13,13,310,16
153,11,15,15,157,20,17,310,15
154,10,14,5,148,15,14,335,19
155,13,13,16,139,16,19,332,12
156,9,12,8,138,16,16,353,8
157,9,12,13,128,10,15,363,10
158,12,9,9,110,11,12,381,16
159,13,16,14,86,13,15,386,17
160,12,14,15,103,11,8,387,10
161,11,15,9,108,18,10,373,16
162,7,10,12,87,11,13,409,11
163,17,40,13,94,13,6,363,14
164,16,66,9,78,18,6,355,12
165,12,101,10,80,16,11,323,7
166,8,104,9,77,16,16,324,6
167,15,136,14,79,14,11,277,14
168,12,145,9,67,13,11,289,14
169,10,184,12,59,14,15,257,9
170,13,194,13,80,11,10,230,9
171,14,218,13,54,21,15,213,12
172,13,200,19,49,11,11,244,13
173,12,205,20,64,17,10,221,11
174,13,204,11,52,17,12,235,16
175,10,183,19,55,11,14,256,12
176,16,187,6,38,10,13,272,18
177,11,163,15,51,11,12,287,10
178,12,181,10,33,19,13,281,11
179,9,166,10,47,13,10,283,22
180,13,145,13,37,23,11,307,11
181,11,159,17,27,19,11,304,12
182,12,135,15,39,17,11,324,7
183,12,158,8,32,14,14,312,10
184,13,184,10,26,14,14,291,8
185,11,195,14,28,15,11,277,9
186,14,217,13,29,12,10,254,11
