iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,79,75,54,65,76,69,69,73
2,100,81,72,63,62,49,63,70
3,97,51,76,82,64,61,60,69
4,93,56,74,80,65,61,75,56
5,69,77,57,87,76,55,80,59
6,75,106,53,77,51,56,80,62
7,69,130,52,68,77,47,72,45
8,80,151,53,73,41,38,71,53
9,57,188,50,68,48,38,67,44
10,64,178,47,58,49,44,65,55
11,72,194,38,58,41,46,74,37
12,60,210,41,44,54,47,68,36
13,67,219,37,53,36,42,53,53
14,52,257,35,45,34,43,59,35
15,50,274,31,56,35,37,45,32
16,42,282,36,44,42,44,32,38
17,57,274,43,36,31,35,46,38
18,93,260,33,36,35,35,33,35
19,92,232,26,59,37,40,44,30
20,98,212,29,92,34,29,41,25
21,78,202,30,122,33,33,31,31
22,84,201,27,139,27,28,37,17
23,76,200,36,131,23,23,34,37
24,77,180,20,168,21,29,41,24
25,60,168,24,198,26,30,27,27
26,73,147,29,203,22,26,39,21
27,50,132,21,233,27,32,30,35
28,62,129,26,237,26,25,32,23
29,59,114,21,284,26,12,19,25
30,58,130,22,245,19,21,21,44
31,48,105,20,216,18,26,29,98
32,55,103,13,227,25,14,27,96
33,43,101,14,207,24,26,29,116
34,52,90,22,189,18,25,56,108
35,29,102,22,177,25,11,78,116
36,35,86,18,190,15,10,105,101
37,40,87,17,166,21,15,103,111
38,41,69,16,157,20,19,93,145
39,35,68,18,149,19,24,76,171
40,40,64,9,159,16,14,82,176
41,31,83,18,123,7,15,89,194
42,29,67,19,134,17,17,64,213
43,27,71,20,107,22,11,73,229
44,29,50,15,106,16,16,79,249
45,26,60,15,111,19,13,70,246
46,34,45,14,99,7,10,56,295
47,24,45,17,83,23,17,68,283
48,24,53,21,91,18,8,58,287
49,25,46,8,76,13,16,59,317
50,25,49,14,67,16,20,37,332
51,33,42,13,61,18,17,53,323
52,22,41,10,65,20,10,37,355
53,24,26,14,81,12,20,47,336
54,21,48,19,59,21,13,37,342
55,19,42,11,69,14,12,70,323
56,13,30,16,54,13,14,86,334
57,22,20,45,51,13,15,80,314
58,19,28,86,62,10,14,84,257
59,15,21,102,63,16,12,77,254
60,16,25,114,54,17,11,79,244
61,16,27,140,42,11,15,80,229
62,22,23,157,37,14,13,63,231
63,20,34,182,47,11,13,66,187
64,15,27,198,56,5,10,61,188
65,15,19,204,46,20,13,52,191
66,17,26,226,38,11,11,56,175
67,12,25,208,60,12,12,50,181
68,17,17,201,85,14,17,44,165
69,13,19,213,75,17,10,50,163
70,14,23,179,88,17,9,65,165
71,15,22,169,114,11,14,35,180
72,19,17,158,95,12,14,47,198
73,13,19,134,97,20,12,47,218
74,13,12,154,90,12,13,33,233
75,15,14,143,82,17,19,40,230
76,14,18,133,94,7,15,31,248
77,19,16,121,71,10,9,34,280
78,13,13,113,63,15,18,32,293
79,17,12,122,64,9,8,43,285
80,16,16,108,48,11,16,24,321
81,12,16,109,52,10,7,40,314
82,15,17,87,62,11,11,35,322
83,12,18,100,52,8,9,30,331
84,15,8,77,55,12,11,32,350
85,19,18,72,45,13,10,27,356
86,14,12,86,48,14,12,18,356
87,16,19,78,50,11,13,17,356
88,10,16,67,47,10,16,23,371
89,9,14,72,47,7,11,25,375
90,9,19,67,37,13,10,20,385
91,13,15,56,46,12,18,18,382
92,7,19,66,37,14,6,23,388
93,10,20,61,36,8,14,19,392
94,10,7,47,32,11,10,15,428
95,20,12,53,31,13,10,23,398
96,20,12,51,40,5,12,17,403
97,19,14,43,33,9,10,17,415
98,12,12,52,34,16,16,18,400
99,12,11,29,29,12,7,28,432
100,13,19,45,18,11,8,12,434
101,12,18,45,18,19,10,20,418
102,7,8,36,33,18,8,15,435
103,9,15,39,63,8,12,20,394
104,4,18,24,97,14,14,16,373
105,11,13,38,110,6,11,14,357
106,15,17,30,131,12,4,4,347
107,11,10,33,147,14,5,20,320
108,11,9,30,161,7,13,15,314
109,8,14,32,179,11,11,19,286
110,14,11,29,221,11,12,14,248
111,16,9,31,240,10,16,18,220
112,10,16,20,235,10,12,13,244
113,7,14,20,254,8,15,15,227
114,10,13,24,265,9,9,16,214
115,10,13,22,301,13,11,6,184
116,8,18,21,286,14,13,17,183
117,14,13,21,306,9,9,13,175
118,15,14,17,301,7,19,18,169
119,13,14,17,325,9,13,19,150
120,13,23,14,342,8,10,13,137
121,15,10,20,344,10,6,26,129
122,13,12,17,346,6,9,17,140
123,15,14,18,352,17,15,13,116
124,15,15,15,356,5,14,16,124
125,7,16,15,362,12,13,10,125
126,12,6,14,356,9,10,15,138
127,15,12,18,380,9,10,14,102
128,12,13,14,360,11,14,16,120
129,12,11,24,386,9,14,9,95
