iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,73,69,67,74,61,66,75,75
2,86,72,70,67,61,71,70,63
3,95,59,54,60,72,74,81,65
4,86,61,48,59,60,66,111,69
5,89,87,55,46,68,56,111,48
6,77,112,62,49,56,54,92,58
7,80,139,48,40,55,57,96,45
8,67,113,52,47,49,47,136,49
9,74,118,49,34,43,56,138,48
10,71,109,46,38,49,43,162,42
11,68,104,42,47,32,46,184,37
12,47,109,44,49,28,35,205,43
13,60,95,47,42,36,38,208,34
14,59,79,42,42,38,50,213,37
15,46,89,34,45,31,32,259,24
16,31,81,41,29,36,31,281,30
17,51,87,44,27,27,31,268,25
18,40,79,26,32,27,30,293,33
19,54,61,32,33,36,29,294,21
20,29,81,35,21,27,29,309,29
21,41,62,29,28,30,23,317,30
22,34,63,28,30,24,25,317,39
23,38,62,33,27,41,24,308,27
24,35,48,29,27,25,24,342,30
25,25,47,22,37,21,24,357,27
26,40,58,31,15,27,19,344,26
27,21,36,33,28,22,25,370,25
28,27,50,29,31,29,18,354,22
29,28,39,31,21,26,22,372,21
30,24,53,23,18,24,24,379,15
31,27,43,14,16,20,14,407,19
32,31,40,22,17,15,22,398,15
33,32,38,14,16,21,18,401,20
34,28,38,17,23,14,18,406,16
35,13,30,15,29,16,15,428,14
36,22,38,17,16,13,13,423,18
37,22,35,14,16,16,16,423,18
38,16,31,15,24,26,18,402,28
39,15,34,19,16,18,14,426,18
40,22,37,22,19,11,16,420,13
41,22,25,19,38,13,13,413,17
42,21,20,21,67,17,9,390,15
43,21,20,18,90,19,14,356,22
44,23,13,20,132,14,19,323,16
45,19,16,15,150,16,15,312,17
46,12,28,13,158,18,18,306,7
47,16,17,18,183,12,17,286,11
48,10,26,20,184,15,13,280,12
49,14,18,15,215,13,11,264,10
50,17,18,12,226,20,18,236,13
51,17,16,14,255,17,14,213,14
52,18,11,16,270,15,10,207,13
53,23,23,14,267,8,15,203,7
54,19,17,14,259,16,18,211,6
55,18,10,12,303,19,15,172,11
56,17,17,13,293,13,17,178,12
57,16,14,18,313,20,16,151,12
58,13,16,12,332,8,17,150,12
59,10,17,20,339,11,13,140,10
60,15,18,17,327,18,16,134,15
61,15,20,10,344,11,13,126,21
62,18,12,12,360,12,14,115,17
63,10,13,17,325,10,12,162,11
64,10,10,9,323,11,16,169,12
65,10,17,6,321,11,12,145,38
66,9,18,13,283,10,17,155,55
67,12,13,10,256,11,10,132,116
68,13,14,10,250,10,11,122,130
69,17,7,12,260,11,11,120,122
70,12,15,20,217,12,25,114,145
71,13,14,10,229,15,11,98,170
72,4,10,8,212,10,24,92,200
73,15,14,13,176,10,14,100,218
74,13,21,8,180,13,13,94,218
75,7,19,16,159,12,10,94,243
76,16,7,17,151,10,16,100,243
77,16,15,8,137,10,13,74,287
78,10,10,18,144,11,9,79,279
79,8,12,12,147,18,15,71,277
80,12,12,11,133,13,8,69,302
81,13,17,8,129,7,10,61,315
82,15,9,13,144,15,10,83,271
83,12,39,8,119,14,6,101,261
84,16,65,12,111,17,6,79,254
85,15,60,15,118,9,13,116,214
86,10,54,14,98,15,10,131,228
87,12,67,12,103,15,14,144,193
88,17,53,15,92,13,13,163,194
89,10,45,15,82,10,18,189,191
90,9,57,13,84,10,10,192,185
91,24,57,13,77,11,17,213,148
92,12,50,10,73,8,13,208,186
93,13,44,7,65,12,14,200,205
94,13,52,11,76,10,8,189,201
95,18,42,8,72,15,14,187,204
96,13,47,7,56,10,9,165,253
97,9,36,12,57,14,11,156,265
98,8,36,11,38,12,9,148,298
99,15,46,5,55,9,4,143,283
100,18,39,13,57,12,8,115,298
101,11,29,18,50,14,8,122,308
102,17,32,14,44,10,17,112,314
103,9,25,13,42,14,6,120,331
104,8,34,6,36,11,12,99,354
105,9,38,10,34,10,9,99,351
106,9,26,14,35,12,12,97,355
107,11,33,9,42,7,13,88,357
108,14,29,11,43,8,11,79,365
109,7,27,14,32,7,9,89,375
110,11,22,9,28,4,14,62,410
111,9,23,8,30,12,18,68,392
112,15,21,9,25,5,11,65,409
113,12,26,13,30,14,10,61,394
114,16,14,14,26,4,17,55,414
115,18,33,23,31,16,15,53,371
116,15,35,22,21,19,10,67,371
117,14,24,25,38,13,15,84,347
118,14,30,15,77,14,13,67,330
119,8,25,22,106,10,11,42,336
120,9,20,27,144,15,10,50,285
121,5,31,19,131,15,10,48,301
122,13,29,24,138,16,11,45,284
123,12,23,18,178,18,15,42,254
124,9,26,14,171,13,10,44,273
125,10,16,20,159,10,9,56,280
126,14,15,15,158,14,9,46,289
127,12,22,22,136,10,12,32,314
128,14,19,24,150,12,12,41,288
129,18,15,16,122,17,11,32,329
130,12,21,21,116,11,12,21,346
131,6,17,12,114,47,13,48,303
132,8,16,21,99,67,14,31,304
133,15,18,20,109,78,11,31,278
134,12,16,18,104,116,8,30,256
135,13,15,20,89,130,10,27,256
136,9,16,14,95,153,12,26,235
137,14,20,13,69,181,13,25,225
138,8,19,8,55,202,8,25,235
139,7,12,16,93,196,11,23,202
140,21,17,11,63,228,11,24,185
141,17,15,12,79,221,5,31,180
142,10,21,12,67,255,13,22,160
143,10,17,16,65,257,10,19,166
144,11,16,16,44,285,8,26,154
145,8,11,16,58,287,16,20,144
146,15,11,18,54,287,17,14,144
147,14,13,9,47,320,14,21,122
148,13,15,11,49,330,12,11,119
149,13,16,10,53,335,11,17,105
150,13,18,13,43,334,15,17,107
151,12,11,11,81,320,12,15,98
152,10,16,8,96,310,12,16,92
153,14,8,18,99,308,14,18,81
154,7,14,17,118,282,24,14,84
155,11,12,9,161,266,13,16,72
156,16,9,11,168,246,11,13,86
157,13,15,15,166,212,16,15,108
158,9,11,15,175,207,5,56,82
159,14,15,11,176,199,9,71,65
160,10,13,10,151,197,13,98,68
161,16,7,12,165,174,6,80,100
162,12,7,14,157,167,12,74,117
163,10,9,14,133,165,15,89,125
164,16,6,13,109,153,12,72,179
165,12,9,19,179,134,8,91,108
166,10,14,10,168,125,18,68,147
167,14,11,9,175,130,9,75,137
168,7,11,11,204,120,12,56,139
169,18,11,12,233,96,8,58,124
170,9,18,11,241,107,15,57,102
171,11,13,12,250,94,9,54,117
172,15,13,14,253,105,8,46,106
173,11,12,13,256,111,11,58,88
174,12,9,13,290,91,9,53,83
175,16,18,4,270,83,11,56,102
176,16,14,13,295,79,14,45,84
177,9,9,13,297,92,14,37,89
178,7,35,16,294,78,11,46,73
179,12,67,12,283,72,14,37,63
180,6,73,13,279,70,12,38,69
181,12,103,11,251,78,10,30,65
182,10,134,15,249,66,11,21,54
183,16,134,16,241,51,13,33,56
184,13,179,7,192,69,10,36,54
185,11,197,14,208,48,11,19,52
186,17,208,13,183,63,12,22,42
187,9,219,15,182,43,12,39,41
188,8,244,9,155,44,10,40,50
189,16,253,10,139,42,11,38,51
190,11,263,18,149,41,10,32,36
191,12,260,12,131,32,13,67,33
192,9,294,10,114,36,8,49,40
193,11,265,10,130,49,16,42,37
194,15,280,11,95,44,13,52,50
195,15,291,19,108,38,9,39,41
196,12,302,12,100,40,13,50,31
197,12,300,11,103,36,15,52,31
198,19,296,8,93,41,18,41,44
199,10,307,18,91,30,14,71,19
200,12,302,12,98,23,9,57,47
201,15,299,12,83,26,12,53,60
202,9,314,20,72,30,13,64,38
203,15,291,9,65,28,13,87,52
204,10,288,14,63,23,8,117,37
205,13,245,14,70,23,10,129,56
206,33,237,16,67,15,11,140,41
207,32,251,13,56,22,12,136,38
208,28,233,13,52,17,11,183,23
209,29,207,16,51,16,11,188,42
210,15,192,19,40,25,7,221,41
211,22,201,13,46,20,12,214,32
212,29,175,7,50,19,12,222,46
213,17,189,16,38,23,15,228,34
214,20,158,10,42,21,17,262,30
215,28,165,14,46,20,8,253,26
216,32,124,9,30,19,12,302,32
217,24,138,13,40,13,11,299,22
218,25,123,10,36,18,11,308,29
219,17,112,10,39,20,9,321,32
220,21,115,14,32,23,13,322,20
221,15,109,12,30,13,11,336,34
222,18,103,10,30,13,9,321,56
223,25,100,9,30,13,14,298,71
