iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,101,88,107,89,116,106,104,89
2,70,89,83,81,90,105,203,79
3,77,80,54,79,66,82,282,80
4,65,178,67,81,56,69,222,62
5,48,248,80,59,63,55,185,62
6,53,223,48,64,56,61,246,49
7,45,159,53,52,53,67,316,55
8,49,139,152,54,52,51,256,47
9,47,121,130,56,51,149,206,40
10,42,105,121,46,47,126,265,48
11,54,83,176,48,53,112,235,39
12,53,56,256,55,41,97,187,55
13,43,60,227,51,43,176,144,56
14,45,190,186,42,41,137,116,43
15,44,141,156,45,36,227,106,45
16,41,248,123,46,47,176,79,40
17,41,302,105,45,46,141,81,39
18,47,219,203,41,56,118,66,50
19,41,297,166,52,28,107,72,37
20,33,232,255,44,45,105,54,32
21,45,205,307,36,43,86,50,28
22,41,151,227,38,36,196,57,54
23,49,128,293,49,41,150,51,39
24,56,104,355,37,28,135,43,42
25,55,76,397,27,45,98,59,43
26,41,82,417,45,42,83,48,42
27,43,73,424,46,45,90,45,34
28,45,45,441,36,61,81,38,53
29,41,59,473,44,41,55,45,42
30,35,49,483,42,49,62,39,41
31,36,41,510,47,42,45,44,35
32,47,35,485,33,52,56,41,51
33,42,48,481,37,67,55,32,38
34,45,39,501,43,50,50,33,39
35,57,36,462,51,43,45,45,61
36,53,40,512,29,38,55,26,47
37,40,39,478,45,52,64,34,48
38,42,38,503,37,25,67,49,39
39,53,34,488,28,61,43,37,56
40,42,37,492,55,56,37,30,51
41,46,26,472,37,57,53,48,61
42,32,37,515,43,42,50,39,42
43,47,36,488,29,45,35,56,64
44,51,42,396,40,38,136,51,46
45,40,36,444,36,42,125,45,32
46,45,35,434,45,39,112,56,34
47,54,39,459,48,35,102,32,31
48,39,36,360,45,48,179,59,34
49,53,34,389,51,33,156,42,42
50,44,24,297,51,30,250,50,54
51,44,35,239,58,38,308,38,40
52,42,49,192,37,51,333,40,56
53,32,41,143,37,53,393,45,56
54,35,47,156,43,42,396,38,43
55,36,60,214,41,37,326,39,47
56,37,33,176,52,48,375,38,41
57,43,45,261,32,41,286,50,42
58,43,164,191,47,44,218,47,46
59,49,239,168,45,34,174,38,53
60,45,175,143,45,44,267,42,39
61,59,154,120,41,44,299,31,52
62,45,136,81,46,54,350,38,50
63,46,100,90,43,47,392,34,48
64,57,85,76,50,38,408,42,44
65,41,66,56,50,47,456,52,32
66,41,73,58,48,55,450,47,28
67,42,73,52,57,45,450,43,38
68,36,68,38,50,40,497,37,34
69,38,48,33,52,43,511,43,32
70,45,41,37,67,39,486,46,39
71,36,46,44,62,40,472,51,49
72,29,54,37,58,35,488,55,44
73,41,40,30,55,34,519,44,37
74,36,55,33,55,32,499,59,31
75,38,47,24,44,42,541,38,26
76,41,54,38,58,24,515,45,25
77,30,48,26,59,41,517,39,40
78,48,46,34,49,35,519,37,32
79,31,56,36,50,40,494,49,44
80,19,43,30,44,56,513,41,54
81,41,35,44,68,54,484,34,40
