iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly
0,70,70,70,70,70,70,70,70
1,76,62,74,64,79,74,66,65
2,108,63,62,60,66,74,69,58
3,113,59,68,69,67,70,58,56
4,98,67,63,62,76,60,65,69
5,85,65,58,47,104,56,74,71
6,122,46,61,44,118,59,53,57
7,155,43,51,47,112,57,47,48
8,157,52,48,58,99,59,46,41
9,207,46,51,43,84,44,41,44
10,177,38,49,44,97,56,50,49
11,231,42,45,34,80,42,40,46
12,224,38,44,37,76,41,53,47
13,240,38,44,47,71,42,33,45
14,252,39,40,37,69,36,41,46
15,240,35,44,40,63,28,44,66
16,257,46,35,34,61,33,41,53
17,293,33,35,36,46,32,36,49
18,293,26,37,36,55,35,24,54
19,273,37,45,35,50,23,31,66
20,280,33,33,28,45,26,32,83
21,260,24,35,25,63,22,25,106
22,239,33,27,29,45,31,23,133
23,235,28,23,28,36,26,22,162
24,194,29,38,21,46,19,61,152
25,225,28,20,28,34,22,79,124
26,201,27,20,32,36,21,109,114
27,179,20,18,25,32,28,135,123
28,189,17,25,17,42,12,144,114
29,158,29,18,23,29,30,171,102
30,151,28,27,20,37,19,172,106
31,160,17,18,21,37,24,181,102
32,147,21,20,28,34,14,217,79
33,149,23,20,17,30,15,228,78
34,138,21,11,13,24,19,256,78
35,120,25,21,23,31,11,260,69
36,108,19,16,29,33,18,272,65
37,101,22,14,14,22,12,300,75
38,111,17,26,18,25,21,272,70
39,83,11,17,24,39,15,310,61
40,79,28,18,17,27,11,317,63
41,80,14,26,18,28,20,323,51
42,84,13,8,12,25,14,358,46
43,63,14,15,41,25,19,341,42
44,69,18,16,37,15,11,338,56
45,61,16,21,34,28,16,344,40
46,73,17,23,43,29,23,307,45
47,63,16,12,44,17,15,349,44
48,52,14,15,34,19,15,345,66
49,57,16,22,37,13,12,306,97
50,67,15,18,26,25,12,280,117
51,58,12,10,43,17,9,278,133
52,47,8,18,36,16,15,266,154
53,56,8,17,29,21,22,242,165
54,54,11,18,25,16,11,233,192
55,36,21,15,26,12,17,226,207
56,44,12,17,37,11,21,213,205
57,42,19,11,27,14,8,213,226
58,44,14,14,22,17,8,176,265
59,34,11,12,27,12,6,175,283
60,37,11,12,18,13,14,164,291
61,31,14,18,28,16,14,165,274
62,27,16,16,22,13,13,157,296
63,26,12,10,22,16,11,158,305
64,28,17,11,28,14,16,125,321
65,32,12,16,19,16,4,119,342
66,27,12,13,29,14,8,120,337
67,23,15,11,20,14,12,108,357
68,30,10,15,19,18,13,100,355
69,21,10,11,27,19,10,135,327
70,31,13,6,19,11,14,144,322
