iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,116,108,101,93,101,93,94,94
2,82,93,98,100,96,88,82,161
3,91,80,78,185,67,69,79,151
4,63,79,59,243,84,85,59,128
5,59,78,66,313,45,79,47,113
6,53,46,65,235,62,61,55,223
7,45,52,53,207,53,157,54,179
8,48,53,59,149,37,256,58,140
9,59,48,54,141,46,192,55,205
10,57,52,37,110,46,175,46,277
11,58,48,54,104,41,131,32,332
12,56,47,45,82,37,108,64,361
13,55,40,55,78,150,78,48,296
14,71,47,46,65,138,66,43,324
15,43,49,49,70,103,83,49,354
16,59,35,44,55,207,54,52,294
17,36,45,41,52,168,68,44,346
18,46,38,47,42,242,58,36,291
19,45,54,31,50,208,43,40,329
20,41,44,30,44,174,56,57,354
21,47,40,48,48,135,55,50,377
22,36,49,40,41,223,45,48,318
23,41,50,44,48,189,37,31,360
24,31,58,45,38,140,43,43,402
25,31,51,33,51,109,39,39,447
26,35,53,49,47,116,37,42,421
27,38,39,44,44,83,41,49,462
28,38,37,44,63,66,32,36,484
29,41,35,56,51,60,31,34,492
30,36,30,63,43,62,45,47,474
31,40,44,46,43,46,50,29,502
32,160,33,45,46,31,47,38,400
33,247,41,40,34,50,40,38,310
34,168,34,57,40,56,40,42,363
35,252,49,58,36,51,53,49,252
36,193,51,45,53,45,48,42,323
37,179,35,46,43,38,48,42,369
38,145,47,63,46,29,157,29,284
39,203,47,35,41,48,119,43,264
40,182,43,41,37,149,106,44,198
41,134,52,52,47,123,83,56,253
42,127,34,51,41,108,77,40,322
43,116,47,40,40,102,59,34,362
44,75,39,56,43,198,60,52,277
45,207,31,68,41,166,50,36,201
46,128,34,42,68,233,59,45,191
47,128,25,54,44,295,44,45,165
48,83,27,60,42,386,45,42,115
49,108,33,54,42,378,48,38,99
50,100,30,39,47,414,39,41,90
51,65,54,39,60,424,38,31,89
52,64,70,32,33,440,39,39,83
53,44,47,44,41,476,33,42,73
54,61,64,39,38,458,35,40,65
55,45,35,42,53,487,24,48,66
56,50,48,42,54,472,34,45,55
57,48,47,32,53,496,38,37,49
58,58,50,48,43,488,23,42,48
59,41,40,53,42,486,54,38,46
60,45,30,63,48,474,50,45,45
61,58,36,45,37,519,31,34,40
62,44,53,46,47,491,36,45,38
63,51,47,31,57,491,47,43,33
64,45,34,53,53,516,35,22,42
65,39,66,47,38,496,47,31,36
66,43,51,56,52,499,26,34,39
67,48,51,48,43,498,37,47,28
68,36,62,38,50,504,39,46,25
69,47,50,33,55,490,49,38,38
70,50,35,39,58,513,36,41,28
71,62,40,53,41,490,39,36,39
72,41,41,56,39,510,33,42,38
73,44,48,46,29,531,27,40,35
74,46,49,38,30,531,29,31,46
75,54,46,40,44,511,35,36,34
76,41,43,46,38,518,27,37,50
77,41,62,43,45,493,41,43,32
78,41,47,35,43,521,29,55,29
79,52,42,33,39,513,40,45,36
80,53,53,43,44,479,30,64,34
81,42,46,35,45,521,31,42,38
82,31,34,35,58,479,55,53,55
83,36,35,153,48,388,58,40,42
84,29,46,121,58,419,57,45,25
85,43,47,100,58,460,36,29,27
86,29,51,92,71,437,34,40,46
87,41,38,89,40,457,24,70,41
88,35,36,93,40,462,32,44,58
89,46,43,59,44,472,45,40,51
90,47,28,62,34,491,44,51,43
91,43,37,59,32,478,54,44,53
92,42,40,51,36,502,37,43,49
93,43,30,45,44,501,45,45,47
94,41,34,168,38,399,45,48,27
95,43,22,128,31,429,52,52,43
96,51,21,114,32,431,62,44,45
97,50,24,102,27,477,55,37,28
98,63,25,202,29,344,54,51,32
99,57,43,277,33,275,34,44,37
100,54,42,239,52,292,41,40,40
101,56,56,153,32,356,46,54,47
102,45,56,129,44,384,45,43,54
103,58,50,112,40,422,39,32,47
104,46,63,107,35,425,37,46,41
105,50,40,94,37,456,46,37,40
106,56,32,69,34,481,32,49,47
107,47,31,63,47,493,42,40,37
108,52,42,69,41,376,157,33,30
109,39,42,52,50,298,226,51,42
110,38,42,50,43,234,312,37,44
111,48,30,57,42,301,243,49,30
112,41,48,46,39,368,197,29,32
113,50,42,52,50,369,169,37,31
114,32,40,36,44,429,139,49,31
115,31,49,39,50,442,127,27,35
116,28,52,50,37,445,113,41,34
117,30,51,67,40,437,101,36,38
118,37,31,44,48,488,71,48,33
119,46,47,52,45,444,88,39,39
120,38,35,46,37,485,72,50,37
121,41,41,47,37,388,188,30,28
122,39,40,53,46,408,127,50,37
123,29,51,46,55,447,91,38,43
124,37,48,53,46,450,85,36,45
125,35,46,46,41,473,71,40,48
126,42,55,49,43,439,68,47,57
127,49,50,37,41,500,50,44,29
128,39,49,43,44,475,55,46,49
129,52,55,56,30,455,57,49,46
130,48,40,56,31,479,53,54,39
131,49,47,47,33,381,75,142,26
132,44,46,64,41,297,51,207,50
133,50,41,45,36,240,48,301,39
134,35,44,43,42,182,46,363,45
135,33,49,51,45,159,44,378,41
136,34,37,39,50,262,43,300,35
137,42,38,35,32,311,54,255,33
138,47,29,44,38,366,41,194,41
139,65,31,39,48,384,59,148,26
140,69,36,42,32,411,53,118,39
141,61,31,31,28,320,64,228,37
142,45,37,37,33,260,48,310,30
143,42,41,37,30,226,44,336,44
144,158,37,57,32,178,52,250,36
145,124,35,44,30,129,39,364,35
