iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,104,107,97,96,111,110,81,97,97
2,94,97,103,92,81,108,138,94,93
3,125,85,100,75,88,88,162,92,85
4,158,78,83,90,89,95,139,77,91
5,186,74,93,78,85,92,128,95,69
6,239,59,72,109,83,84,112,67,75
7,258,80,63,139,54,58,96,71,81
8,265,70,66,172,65,58,85,66,53
9,268,78,62,173,60,49,109,39,62
10,269,125,39,174,57,46,87,56,47
11,260,144,56,176,51,54,73,39,47
12,227,169,41,165,37,101,79,42,39
13,192,200,38,151,43,104,75,46,51
14,185,215,35,171,42,71,60,46,75
15,193,230,33,162,27,60,60,39,96
16,202,213,27,173,29,48,61,31,116
17,201,243,22,127,25,48,54,27,153
18,203,238,21,126,27,36,47,26,176
19,208,265,16,111,22,29,28,18,203
20,156,272,20,149,12,29,39,15,208
21,198,248,20,145,17,30,30,26,186
22,188,270,15,153,16,31,31,13,183
23,217,231,22,185,21,18,37,17,152
24,199,237,17,228,16,25,24,17,137
25,257,230,11,200,9,22,24,21,126
26,259,203,15,213,13,18,24,13,142
27,246,215,13,202,17,20,18,11,158
28,275,198,6,156,14,23,25,13,190
29,294,186,11,175,14,10,15,16,179
30,307,183,12,155,13,13,20,7,190
31,309,187,10,122,9,15,15,13,220
32,293,194,6,135,14,14,6,5,233
33,311,224,16,96,11,15,8,8,211
34,271,236,11,105,14,16,12,13,222
35,284,262,8,79,12,12,13,9,221
36,303,236,9,69,8,8,19,7,241
37,286,261,6,75,7,4,9,12,240
38,309,242,9,52,7,6,12,13,250
39,303,252,10,42,6,9,18,7,253
40,305,238,8,34,8,1,10,7,289
41,298,271,8,43,10,9,10,8,243
42,326,296,6,29,8,12,9,4,210
43,324,306,14,33,10,7,18,6,182
44,340,318,6,26,13,12,12,6,167
45,313,296,10,29,7,10,10,11,214
46,341,307,6,22,6,6,9,8,195
47,314,303,16,26,9,10,10,2,210
