iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,54,38,49,47,54,49,58,54,47
2,48,45,44,48,60,46,57,47,55
3,37,49,42,44,55,51,61,45,66
4,39,36,48,59,68,40,62,48,50
5,34,45,45,51,94,36,59,47,39
6,43,43,51,48,92,45,57,37,34
7,37,41,34,46,102,39,69,39,43
8,41,51,37,38,128,34,45,31,45
9,41,34,33,44,132,48,43,39,36
10,37,31,29,53,131,51,46,30,42
11,38,50,38,43,110,34,64,34,39
12,31,40,34,45,106,30,89,31,44
13,35,32,33,37,94,37,97,46,39
14,40,43,26,28,104,47,101,30,31
15,40,39,32,33,85,30,118,37,36
16,42,39,29,46,66,39,109,41,39
17,42,39,38,38,58,42,122,31,40
18,43,29,45,34,58,27,125,38,51
19,58,30,45,47,59,32,92,25,62
20,61,31,54,54,49,41,94,29,37
21,77,38,41,79,37,29,79,36,34
22,81,32,33,69,58,33,72,27,45
23,67,44,41,81,65,41,52,25,34
24,92,55,46,63,49,51,53,15,26
25,78,60,76,76,33,52,36,18,21
26,85,61,72,59,34,57,34,22,26
27,67,57,50,79,64,66,30,15,22
28,67,47,67,97,39,62,29,26,16
29,45,51,73,119,34,47,37,24,20
30,40,48,53,100,52,61,33,26,37
31,58,48,50,122,51,46,27,24,24
32,48,36,50,123,46,43,41,33,30
33,39,46,52,128,42,48,32,20,43
34,35,40,51,108,51,39,35,33,58
35,44,29,54,133,45,37,27,48,33
36,35,31,58,94,38,34,36,70,54
37,48,40,51,89,33,35,37,84,33
38,39,30,48,81,43,42,29,100,38
39,43,35,44,66,36,32,33,124,37
40,33,47,41,65,38,34,37,106,49
41,37,32,37,56,46,44,28,118,52
42,39,55,31,61,36,40,44,103,41
43,31,52,42,55,30,29,71,100,40
44,36,58,32,42,45,27,61,123,26
45,47,50,44,46,55,32,43,103,30
46,50,43,34,47,84,21,54,96,21
47,46,53,26,57,73,43,47,77,28
48,45,30,31,37,103,48,36,77,43
49,42,45,30,48,96,29,38,78,44
50,50,42,31,46,121,33,33,63,31
51,45,43,28,43,129,30,35,59,38
52,46,37,35,40,121,33,46,58,34
53,41,33,39,44,145,45,29,54,20
54,41,32,29,44,149,31,30,52,42
55,34,28,28,62,133,25,22,45,73
56,21,37,28,77,105,32,42,33,75
57,34,27,19,72,110,24,32,39,93
58,36,29,23,65,126,24,36,33,78
59,67,19,25,63,118,24,22,26,86
60,64,22,39,43,131,25,24,23,79
61,53,25,69,52,96,31,21,36,67
62,46,30,76,43,108,26,31,30,60
63,43,26,80,33,113,21,28,26,80
64,64,24,83,34,92,22,33,26,72
65,43,24,102,31,93,23,24,30,80
66,32,26,104,30,101,22,26,23,86
67,51,23,92,25,101,19,28,29,82
68,50,27,91,42,108,39,19,16,58
69,69,40,110,39,84,16,19,18,55
70,60,37,89,52,79,19,15,19,80
71,62,42,94,43,95,21,13,17,63
72,69,82,83,35,83,18,22,8,50
73,75,61,69,31,91,21,14,21,67
74,72,74,89,27,58,28,20,8,74
75,61,75,78,38,69,21,13,13,82
76,53,53,84,44,82,16,20,23,75
77,39,66,91,62,78,13,20,22,59
78,45,44,79,75,77,18,25,16,71
79,44,70,98,66,54,15,16,22,65
80,49,75,83,56,46,23,16,24,78
81,65,57,74,55,48,23,23,20,85
82,73,69,89,50,29,15,26,15,84
83,65,90,89,45,33,15,14,13,86
84,75,85,84,29,26,16,17,21,97
85,67,90,87,25,33,17,16,20,95
86,82,81,94,32,21,18,24,26,72
87,61,106,99,19,27,27,25,24,62
88,71,113,88,27,17,18,23,29,64
89,66,123,90,23,25,20,33,22,48
90,74,99,82,22,23,21,42,27,60
91,76,80,97,23,20,15,57,21,61
92,88,93,85,22,19,16,38,36,53
93,69,93,94,30,14,20,40,29,61
94,95,103,86,19,21,28,30,30,38
95,98,96,96,23,17,15,34,28,43
96,83,103,89,18,22,22,49,22,42
97,65,97,108,15,20,22,62,21,40
98,76,107,80,11,24,26,60,23,43
99,67,81,86,21,24,21,62,21,67
100,76,76,87,21,24,15,54,22,75
101,80,95,105,22,11,20,46,16,55
102,70,94,98,22,24,18,39,23,62
103,84,91,92,22,14,20,33,22,72
104,92,93,99,8,26,23,30,22,57
105,80,79,107,20,20,10,20,21,93
106,98,84,96,22,28,18,25,23,56
107,94,95,100,11,16,22,26,21,65
108,94,83,96,20,21,21,30,21,64
109,81,84,108,21,13,20,32,17,74
110,92,79,106,20,14,12,29,39,59
111,82,100,94,17,13,18,48,34,44
112,86,92,90,23,20,23,27,25,64
113,90,79,108,11,20,22,47,29,44
114,78,96,103,18,12,17,40,39,47
115,52,79,91,27,22,30,56,53,40
116,73,105,99,18,23,22,32,40,38
117,66,105,117,14,17,18,37,40,36
118,68,104,96,17,19,27,47,41,31
119,76,84,97,19,18,21,54,38,43
120,74,60,107,20,25,16,52,43,53
121,68,75,86,13,26,32,56,43,51
122,88,75,74,11,25,41,43,24,69
123,93,95,74,16,18,49,31,28,46
124,97,85,78,23,21,45,26,35,40
125,83,89,79,15,37,56,38,16,37
126,69,102,79,15,28,48,26,19,64
127,84,78,83,14,30,41,24,31,65
128,78,89,93,16,28,27,28,37,54
129,61,82,89,15,35,38,46,30,54
130,66,84,94,29,26,30,52,31,38
131,56,82,84,25,27,62,67,17,30
132,40,73,84,24,23,61,76,28,41
133,39,90,110,20,14,59,59,20,39
134,27,70,81,25,19,74,87,22,45
135,26,87,71,11,22,75,81,23,54
136,27,71,108,18,13,76,73,14,50
137,26,66,90,16,23,94,53,17,65
138,19,92,88,20,15,81,46,45,44
139,24,60,90,22,20,92,30,32,80
140,27,73,95,24,23,66,49,32,61
141,17,83,81,15,10,98,49,28,69
142,29,76,79,13,25,97,31,32,68
143,56,83,91,13,16,73,35,23,60
144,64,98,81,35,11,50,30,22,59
145,66,82,95,41,8,46,38,13,61
146,62,83,95,43,13,43,26,15,70
147,63,77,89,30,18,59,35,18,61
148,81,75,83,29,19,74,25,11,53
149,63,73,106,31,15,70,21,15,56
150,62,83,98,34,21,68,18,17,49
151,45,112,90,28,19,71,16,16,53
152,33,88,110,31,14,76,20,22,56
153,29,105,92,25,21,76,18,15,69
154,25,85,98,19,21,87,10,21,84
155,29,94,93,23,14,78,20,18,81
156,27,110,87,18,25,85,16,15,67
157,29,87,95,21,17,81,17,21,82
158,20,92,92,17,21,78,19,19,92
159,35,92,99,37,15,52,32,15,73
160,30,77,87,30,15,63,31,24,93
161,20,93,78,30,33,61,33,27,75
162,22,94,97,29,47,52,22,26,61
163,22,90,74,34,39,77,26,27,61
164,17,96,70,32,39,76,35,23,62
165,43,84,81,24,40,62,24,17,75
166,50,99,83,20,34,68,19,21,56
167,39,105,93,16,32,63,17,18,67
168,32,85,103,41,22,49,28,24,66
169,27,109,83,47,17,42,26,19,80
170,32,90,98,53,17,33,25,25,77
171,26,91,104,39,17,39,17,33,84
172,41,98,88,40,15,25,17,29,97
173,53,95,98,35,17,32,19,29,72
174,58,95,107,38,20,25,22,17,68
175,70,80,106,35,19,31,16,23,70
176,82,96,95,21,21,25,19,38,53
177,84,94,91,31,15,22,20,23,70
178,76,88,95,19,22,36,16,18,80
179,68,107,86,17,16,42,14,23,77
180,68,104,98,14,30,22,17,22,75
181,85,85,75,30,25,25,23,36,66
182,73,108,82,18,19,34,25,30,61
183,111,92,87,23,20,26,25,21,45
184,102,114,88,15,19,22,25,15,50
185,109,98,80,22,11,28,14,27,61
186,104,103,67,20,31,29,22,18,56
187,106,87,75,28,32,36,20,21,45
188,117,95,83,17,13,21,27,30,47
189,102,98,99,27,28,23,17,26,30
190,91,99,95,26,17,27,42,14,39
191,95,93,100,33,21,17,40,28,23
192,100,113,105,22,19,23,32,17,19
193,113,88,103,19,28,21,26,23,29
194,116,93,100,22,23,25,22,16,33
195,83,100,107,22,11,32,17,29,49
196,89,95,97,27,25,18,24,38,37
197,98,98,81,19,22,21,23,41,47
198,93,95,71,26,18,25,20,39,63
199,94,101,62,21,28,24,18,57,45
200,86,99,62,26,25,31,19,39,63
201,104,75,65,16,24,23,18,47,78
202,106,93,80,24,13,17,20,44,53
203,82,104,79,24,16,24,26,32,63
204,112,117,73,16,7,15,19,27,64
205,88,101,95,14,18,20,20,23,71
206,89,63,94,27,22,25,27,20,83
207,98,87,81,14,20,25,23,24,78
208,109,93,70,28,21,27,20,21,61
209,117,104,61,22,18,24,19,19,66
210,94,92,70,12,23,20,26,21,92
211,93,99,70,18,14,23,22,21,90
212,91,105,82,21,22,27,21,20,61
213,96,92,81,20,22,17,16,27,79
214,89,93,108,25,9,26,18,25,57
215,86,96,81,26,18,26,30,22,65
216,65,106,77,26,18,23,28,21,86
217,106,109,74,19,23,18,21,23,57
218,94,101,91,16,29,11,26,24,58
219,75,116,76,33,27,20,30,29,44
220,81,129,61,31,33,20,27,24,44
221,98,116,54,21,26,18,23,33,61
222,102,111,44,21,25,17,24,25,81
223,99,105,54,20,25,21,24,34,68
224,62,123,66,27,29,21,26,24,72
225,66,100,69,22,22,27,27,29,88
226,80,94,74,25,13,26,29,18,91
