iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,94,89,112,108,88,104,119,94,92
2,102,101,97,83,105,95,99,103,115
3,104,90,109,87,99,85,134,93,99
4,85,82,88,101,81,82,165,87,129
5,95,91,71,78,93,88,199,81,104
6,80,71,66,76,80,90,244,80,113
7,87,74,76,75,81,79,260,66,102
8,80,73,71,75,62,86,260,79,114
9,79,76,58,83,57,79,307,65,96
10,64,79,60,81,68,64,325,79,80
11,55,69,62,60,68,85,343,53,105
12,69,116,44,71,72,69,313,66,80
13,64,110,94,53,54,69,298,70,88
14,56,89,147,66,43,63,317,44,75
15,43,96,178,50,55,64,287,55,72
16,39,88,206,48,54,53,267,62,83
17,57,90,242,44,51,50,242,57,67
18,51,80,229,49,56,65,250,57,63
19,56,75,267,50,57,47,226,49,73
20,43,91,255,56,38,43,209,98,67
21,46,75,244,58,49,48,206,116,58
22,45,53,242,61,45,45,210,143,56
23,47,61,244,59,40,39,169,187,54
24,43,50,230,38,41,39,162,249,48
25,45,62,198,56,41,42,163,238,55
26,36,54,194,46,39,50,160,257,64
27,35,67,167,36,51,44,166,281,53
28,46,55,183,37,35,32,174,299,39
29,39,89,160,41,46,32,160,279,54
30,40,80,143,25,37,36,140,347,52
31,33,82,139,34,39,33,135,366,39
32,31,79,136,34,37,28,135,379,41
33,32,83,125,45,32,33,102,413,35
34,35,74,137,33,32,36,122,399,32
35,30,75,121,40,31,28,100,442,33
36,36,66,126,30,33,26,92,442,49
37,28,62,116,30,37,26,88,468,45
38,35,70,111,28,29,29,94,466,38
39,31,68,122,26,30,20,79,504,20
40,32,65,99,59,23,28,84,489,21
41,29,49,87,93,25,29,70,489,29
42,28,51,88,91,26,32,63,487,34
43,33,51,70,68,24,22,66,537,29
44,26,46,76,85,26,17,65,536,23
45,25,50,126,78,27,30,53,488,23
46,20,35,90,74,19,23,61,550,28
47,23,34,117,86,22,20,64,515,19
48,22,44,96,70,23,16,61,548,20
49,18,30,93,76,60,18,49,529,27
50,22,34,85,56,96,30,51,489,37
51,25,35,107,55,103,24,54,462,35
