iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,50,50,50,50,50,50,50,50
1,47,63,45,55,66,52,61,11
2,30,36,25,172,67,38,30,2
3,19,22,14,104,32,176,33,0
4,18,10,10,60,16,256,30,0
5,11,5,4,34,3,307,36,0
6,2,3,5,17,1,333,39,0
7,2,3,5,12,0,335,43,0
8,3,2,0,10,0,342,43,0
9,0,2,5,3,0,348,42,0
10,2,0,1,6,0,349,42,0
11,0,1,3,3,0,351,42,0
12,0,1,1,2,1,354,41,0
13,2,1,2,6,0,347,42,0
14,1,3,1,1,0,351,43,0
15,3,0,1,2,0,352,42,0
16,3,1,1,1,0,351,43,0
17,2,0,0,0,0,353,45,0
18,0,2,1,2,0,348,47,0
19,0,2,0,1,0,350,47,0
20,2,1,3,0,0,346,48,0
21,0,2,0,0,0,346,52,0
22,1,1,1,1,0,343,53,0
23,3,1,0,1,0,341,54,0
24,2,1,0,0,0,341,56,0
25,2,0,3,0,1,340,54,0
26,2,1,3,0,0,340,54,0
27,0,0,2,2,2,340,54,0
28,2,0,1,1,0,343,53,0
29,1,2,1,1,1,341,53,0
30,4,4,0,1,0,337,54,0
31,0,2,2,2,0,340,54,0
32,1,2,3,2,1,336,55,0
33,1,0,1,1,0,343,54,0
34,1,2,2,0,1,341,53,0
35,0,1,1,0,0,342,56,0
36,1,0,1,3,0,337,58,0
37,2,2,0,3,0,333,60,0
38,3,1,0,4,0,330,62,0
39,1,1,0,1,0,334,63,0
40,2,3,0,2,0,328,65,0
41,3,1,0,0,0,329,67,0
42,3,2,1,0,0,329,65,0
43,0,0,0,0,1,334,65,0
44,2,1,0,2,0,331,64,0
45,1,0,1,1,0,334,63,0
46,2,1,4,1,0,328,64,0
47,2,2,0,2,0,329,65,0
48,3,2,2,2,0,327,64,0
49,1,2,2,0,0,331,64,0
50,0,1,2,1,0,331,65,0
51,0,0,0,2,0,334,64,0
52,0,1,1,0,0,334,64,0
53,1,2,1,1,0,331,64,0
54,0,1,3,0,0,331,65,0
55,2,4,0,0,0,331,63,0
56,0,0,1,2,0,333,64,0
57,1,0,0,1,0,333,65,0
58,0,2,1,2,0,330,65,0
59,2,2,1,4,0,329,62,0
60,2,1,3,0,0,333,61,0
61,2,0,1,2,0,333,62,0
62,2,0,0,1,1,335,61,0
63,0,2,0,1,0,335,62,0
64,1,1,2,0,0,332,64,0
65,1,1,1,0,0,333,64,0
66,0,0,3,0,1,332,64,0
67,1,3,1,3,0,330,62,0
68,0,0,2,1,0,334,63,0
69,0,0,0,2,0,335,63,0
70,0,1,2,1,0,334,62,0
71,3,0,1,3,0,331,62,0
72,1,0,0,2,0,334,63,0
73,2,1,2,2,0,330,63,0
74,1,2,0,2,0,331,64,0
75,0,0,1,1,0,333,65,0
76,1,2,2,1,0,331,63,0
77,1,0,1,0,0,334,64,0
78,4,1,0,0,1,329,65,0
79,0,2,3,0,0,331,64,0
80,0,1,1,1,0,333,64,0
81,1,0,1,0,0,334,64,0
82,3,1,0,0,0,333,63,0
83,1,1,1,1,1,332,63,0
84,1,1,0,1,0,334,63,0
85,2,1,0,1,0,331,65,0
86,1,1,4,1,1,327,65,0
87,0,1,6,3,1,323,66,0
88,1,1,0,0,0,330,68,0
89,0,5,0,3,0,325,67,0
90,1,3,0,1,0,328,67,0
91,1,2,1,0,1,330,65,0
92,2,1,0,1,1,332,63,0
93,2,1,0,2,1,332,62,0
94,3,2,1,0,0,332,62,0
95,1,4,2,1,0,330,62,0
96,0,4,2,2,1,331,60,0
97,2,2,0,1,0,336,59,0
98,3,2,0,1,0,336,58,0
99,2,1,2,1,0,335,59,0
100,1,1,1,0,0,339,58,0
101,3,1,2,2,0,334,58,0
102,1,1,0,2,0,338,58,0
103,4,2,0,1,1,334,58,0
104,2,1,2,1,0,336,58,0
105,1,1,0,3,1,335,59,0
106,2,3,0,1,1,336,57,0
107,165,2,0,1,0,200,32,0
108,257,3,0,0,1,131,8,0
109,297,2,1,2,0,94,4,0
110,341,4,2,1,0,52,0,0
111,351,6,2,0,2,37,2,0
112,356,6,4,0,1,31,2,0
113,374,8,2,0,1,15,0,0
114,381,10,1,1,1,6,0,0
115,375,11,1,1,0,7,5,0
116,379,11,1,3,0,5,1,0
117,382,11,0,1,2,3,1,0
118,383,12,0,1,1,2,1,0
119,378,12,1,0,3,3,3,0
120,379,13,1,0,3,0,4,0
121,378,14,2,2,1,2,1,0
122,381,15,0,2,0,1,1,0
123,377,16,3,1,2,1,0,0
124,376,17,2,2,0,1,2,0
125,378,18,1,1,1,1,0,0
126,373,17,0,3,2,4,1,0
127,377,20,0,1,1,0,1,0
128,375,20,1,0,1,2,1,0
129,371,21,0,2,2,1,3,0
130,368,22,0,2,3,1,4,0
131,371,22,2,1,0,3,1,0
132,374,21,0,1,1,1,2,0
133,374,21,1,1,0,2,1,0
134,363,22,3,7,2,2,1,0
135,367,26,3,0,0,1,3,0
136,367,27,0,3,0,1,2,0
137,366,27,1,0,3,0,3,0
138,367,28,2,1,1,1,0,0
139,364,31,1,1,0,1,2,0
140,364,33,0,0,0,2,1,0
141,363,30,1,2,3,0,1,0
142,363,31,4,0,2,0,0,0
143,359,31,4,2,0,2,2,0
144,362,33,2,0,3,0,0,0
145,356,34,2,4,4,0,0,0
146,355,36,3,2,0,2,2,0
147,357,36,0,3,3,0,1,0
148,353,37,3,1,1,5,0,0
149,354,36,4,4,1,1,0,0
150,354,38,3,1,3,1,0,0
151,356,38,1,1,2,0,2,0
152,358,38,2,0,0,2,0,0
153,357,38,2,1,2,0,0,0
154,358,39,1,0,1,1,0,0
155,356,40,0,1,2,1,0,0
156,355,41,0,1,1,0,2,0
157,354,40,1,2,1,1,1,0
158,347,39,4,2,6,1,1,0
159,355,38,2,0,0,3,2,0
160,360,37,1,1,1,0,0,0
161,356,38,2,0,1,0,3,0
162,356,39,0,1,0,3,1,0
163,351,39,2,2,2,3,1,0
164,355,42,1,0,0,0,2,0
165,346,44,2,2,1,0,5,0
166,349,44,1,1,2,0,3,0
167,351,44,3,0,0,2,0,0
168,353,42,0,1,2,0,2,0
169,352,39,2,2,3,1,1,0
170,212,28,158,0,2,0,0,0
171,140,6,247,3,2,2,0,0
172,240,4,149,1,4,1,1,0
173,322,5,68,2,0,1,2,0
174,338,4,55,0,1,2,0,0
175,358,5,26,5,1,2,3,0
176,359,6,23,3,3,4,2,0
177,374,7,13,1,3,0,2,0
178,380,6,7,1,0,3,3,0
179,384,9,5,1,1,0,0,0
180,378,12,2,2,3,1,2,0
181,384,13,1,0,0,1,1,0
182,381,14,2,0,1,0,2,0
183,375,15,4,1,2,2,1,0
184,376,18,2,1,0,0,3,0
185,373,18,1,0,5,2,1,0
186,374,19,1,0,5,1,0,0
187,379,18,0,0,1,1,1,0
188,373,20,2,2,0,1,2,0
189,374,23,1,1,0,1,0,0
190,371,23,2,2,1,1,0,0
191,372,23,1,2,0,2,0,0
192,369,21,3,3,0,2,2,0
193,373,22,0,2,1,1,1,0
194,370,21,0,4,0,3,2,0
195,372,22,0,2,0,2,2,0
196,367,27,1,3,1,1,0,0
197,366,29,2,2,0,0,1,0
198,358,31,2,4,2,2,1,0
199,362,33,0,1,3,1,0,0
200,352,35,4,1,3,3,2,0
201,352,37,3,3,0,1,4,0
202,356,38,1,2,1,1,1,0
203,356,38,2,2,1,1,0,0
204,354,39,2,1,4,0,0,0
205,355,39,0,1,1,2,2,0
206,358,38,0,0,3,0,1,0
207,350,40,3,1,0,3,3,0
208,356,40,1,0,1,1,1,0
209,352,38,1,3,3,1,2,0
210,357,39,0,1,1,2,0,0
211,352,39,3,1,1,1,3,0
212,354,38,2,2,1,2,1,0
213,358,37,3,1,1,0,0,0
214,355,38,0,0,4,0,3,0
215,356,38,0,0,3,1,2,0
216,357,39,0,1,1,1,1,0
217,355,42,1,0,1,0,1,0
218,349,41,6,0,0,2,2,0
219,353,43,2,0,0,1,1,0
220,352,42,2,2,0,1,1,0
221,286,36,0,1,1,74,2,0
222,242,28,0,2,0,127,1,0
223,219,18,1,2,1,158,1,0
224,279,16,3,2,1,99,0,0
225,323,14,5,1,0,55,2,0
226,347,13,1,2,1,34,2,0
227,365,12,2,0,1,19,1,0
228,369,14,3,1,2,10,1,0
229,374,18,0,1,1,6,0,0
230,366,20,0,3,2,5,4,0
231,373,20,2,1,1,3,0,0
232,368,22,0,2,1,5,2,0
233,373,20,0,0,2,3,2,0
234,375,20,2,1,2,0,0,0
235,375,22,1,0,2,0,0,0
236,374,22,2,1,0,0,1,0
237,370,23,2,0,2,2,1,0
238,371,24,2,2,1,0,0,0
239,367,24,3,0,1,4,1,0
240,367,25,4,1,0,0,3,0
241,370,25,0,1,3,0,1,0
242,372,26,0,1,0,0,1,0
243,367,27,2,0,3,1,0,0
244,362,29,0,3,2,2,2,0
