iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,50,50,50,50,50,50,50,50
1,47,63,45,55,66,52,61,11
2,30,36,25,27,190,60,30,2
3,24,22,21,11,241,60,21,0
4,17,11,13,3,287,62,7,0
5,5,9,6,2,308,59,11,0
6,3,2,7,2,323,57,6,0
7,2,4,1,1,330,58,4,0
8,1,4,1,0,332,57,5,0
9,1,3,1,0,337,56,2,0
10,3,2,3,0,331,57,4,0
11,2,2,3,1,334,57,1,0
12,2,2,0,0,338,57,1,0
13,1,0,1,1,338,58,1,0
14,0,2,2,0,338,57,1,0
15,1,0,0,0,340,57,2,0
16,0,0,0,1,341,58,0,0
17,3,1,1,0,335,60,0,0
18,0,1,2,0,336,61,0,0
19,2,2,0,0,332,62,2,0
20,0,0,1,0,334,62,3,0
21,23,25,18,4,247,69,14,0
22,171,25,16,7,141,32,8,0
23,263,21,8,5,85,10,8,0
24,310,22,6,7,43,2,10,0
25,338,23,4,2,25,5,3,0
26,342,23,5,2,24,3,1,0
27,356,24,4,2,13,0,1,0
28,366,27,0,3,2,0,2,0
29,359,27,1,3,6,3,1,0
30,362,27,1,3,4,2,1,0
31,365,29,0,0,2,2,2,0
32,368,28,0,3,0,0,1,0
33,361,27,3,4,1,2,2,0
34,364,30,1,1,1,2,1,0
35,368,30,0,0,0,2,0,0
36,366,30,0,0,1,1,2,0
37,365,30,0,1,0,2,2,0
38,369,29,1,0,0,1,0,0
39,362,31,2,1,2,1,1,0
40,363,32,0,0,2,3,0,0
41,361,36,0,0,1,1,1,0
42,355,37,0,2,3,2,1,0
43,356,40,0,1,3,0,0,0
44,350,41,3,1,2,2,1,0
45,353,42,1,0,1,2,1,0
46,355,41,0,2,1,0,1,0
47,354,41,2,1,0,1,1,0
48,354,41,0,2,0,1,2,0
49,351,43,0,1,4,0,1,0
50,352,44,1,0,2,1,0,0
51,348,45,1,2,1,0,3,0
52,351,45,2,0,2,0,0,0
53,344,46,3,2,2,1,2,0
54,190,26,0,178,4,1,1,0
55,134,11,0,248,3,2,2,0
56,74,6,0,312,2,3,3,0
57,197,3,0,196,2,0,2,0
58,289,4,0,103,2,0,2,0
59,328,5,1,65,0,0,1,0
60,347,6,0,43,1,2,1,0
61,376,6,0,15,1,2,0,0
62,372,6,3,16,3,0,0,0
63,373,8,2,12,3,2,0,0
64,377,9,1,10,2,1,0,0
65,376,12,2,6,1,2,1,0
66,381,13,3,1,0,0,2,0
67,383,13,2,1,0,0,1,0
68,382,15,1,0,1,1,0,0
69,380,16,2,1,0,0,1,0
70,379,16,0,3,0,0,2,0
71,372,21,1,2,0,2,2,0
72,372,22,1,3,0,2,0,0
73,374,23,0,0,0,1,2,0
74,370,25,0,0,0,4,1,0
75,369,25,1,2,1,1,1,0
76,368,23,2,2,2,3,0,0
77,368,24,1,5,0,1,1,0
78,364,24,2,1,5,2,2,0
79,371,24,0,1,0,3,1,0
80,368,25,2,3,1,1,0,0
81,362,26,3,2,2,4,1,0
82,368,25,1,0,1,2,3,0
83,364,27,3,1,0,3,2,0
84,364,29,2,2,1,1,1,0
85,364,29,1,2,1,0,3,0
86,361,31,1,1,1,4,1,0
87,364,31,3,1,0,1,0,0
88,364,31,1,1,2,1,0,0
89,357,32,3,4,2,0,2,0
90,358,35,0,2,1,2,2,0
91,361,36,0,1,2,0,0,0
92,357,36,1,3,2,1,0,0
93,358,36,0,1,1,1,3,0
94,358,37,1,0,0,3,1,0
95,348,38,3,2,3,3,3,0
96,217,22,3,1,0,3,154,0
97,126,17,2,1,3,2,249,0
98,240,11,1,2,1,0,145,0
99,305,14,1,1,0,0,79,0
100,321,14,2,2,2,2,57,0
101,357,14,2,2,0,0,25,0
102,355,16,0,2,0,3,24,0
103,366,16,3,0,3,3,9,0
104,370,18,1,0,1,2,8,0
105,372,20,0,1,0,2,5,0
106,368,23,0,0,1,1,7,0
107,371,23,2,1,0,0,3,0
108,374,23,0,0,3,0,0,0
109,370,23,1,1,4,1,0,0
110,368,23,1,2,1,1,4,0
111,375,22,1,0,0,1,1,0
112,373,22,1,1,0,0,3,0
113,365,23,4,2,1,2,3,0
114,366,26,0,1,1,4,2,0
115,365,25,3,0,1,2,4,0
116,363,27,1,4,1,0,4,0
117,363,28,1,2,1,4,1,0
118,358,30,2,2,2,4,2,0
119,363,33,2,0,1,0,1,0
120,213,17,170,0,0,0,0,0
121,132,11,253,2,1,1,0,0
122,79,4,306,1,5,3,2,0
123,45,1,343,6,3,1,1,0
124,36,1,352,6,2,2,1,0
125,17,0,373,6,1,3,0,0
126,10,0,377,7,3,1,2,0
127,8,0,377,8,2,2,3,0
128,4,0,379,11,2,1,3,0
129,4,0,382,12,0,1,1,0
130,2,0,382,14,1,1,0,0
131,0,0,381,14,4,0,1,0
132,2,0,381,16,0,0,1,0
133,0,0,383,16,0,1,0,0
134,0,1,375,17,1,3,3,0
135,1,0,377,17,2,0,3,0
136,2,0,375,16,4,0,3,0
137,0,0,373,16,3,4,4,0
138,0,0,374,18,0,1,7,0
139,1,0,379,18,1,1,0,0
140,0,0,376,19,2,2,1,0
141,2,0,373,21,2,1,1,0
142,3,0,373,21,1,0,2,0
143,0,0,377,21,0,2,0,0
144,1,0,373,21,3,2,0,0
145,0,0,376,22,0,1,1,0
146,0,0,373,22,3,0,2,0
147,2,0,370,22,4,1,1,0
148,0,0,374,23,3,0,0,0
149,0,0,370,24,0,3,3,0
150,0,0,368,26,4,1,1,0
151,3,0,370,26,0,0,1,0
152,0,0,371,27,0,2,0,0
153,3,0,366,26,3,2,0,0
154,1,0,371,26,1,1,0,0
155,1,0,372,25,1,1,0,0
156,2,1,368,25,2,2,0,0
157,0,0,372,24,2,0,2,0
158,1,0,370,26,1,0,2,0
159,1,0,369,25,1,4,0,0
160,3,0,369,25,0,1,2,0
161,3,0,370,25,0,1,1,0
162,0,0,369,26,2,3,0,0
163,3,0,366,25,1,3,2,0
164,1,0,369,27,0,2,1,0
165,2,0,365,28,0,4,1,0
166,0,0,368,29,1,1,1,0
167,2,0,368,29,1,0,0,0
168,3,0,362,31,1,2,1,0
169,1,0,364,34,1,0,0,0
170,1,1,360,33,4,1,0,0
171,1,0,362,33,1,2,1,0
172,0,1,362,31,2,3,1,0
173,1,1,364,33,0,0,1,0
174,3,1,360,34,1,1,0,0
175,0,0,362,34,0,4,0,0
176,2,0,360,33,1,0,4,0
177,2,0,361,33,0,1,3,0
178,2,0,361,33,3,1,0,0
179,2,1,361,32,0,3,1,0
180,0,0,361,30,5,4,0,0
181,0,0,365,30,1,1,3,0
182,2,0,362,33,1,2,0,0
183,2,1,359,32,2,3,1,0
184,1,0,362,35,0,2,0,0
185,0,0,360,34,3,3,0,0
186,1,0,361,33,1,1,3,0
187,2,0,363,33,0,1,1,0
188,1,0,359,34,3,2,1,0
189,3,0,356,37,1,3,0,0
190,2,0,359,37,1,1,0,0
191,1,0,358,36,2,2,1,0
192,2,0,360,36,1,1,0,0
193,0,0,361,36,2,1,0,0
194,3,0,359,35,1,2,0,0
195,1,0,358,35,5,1,0,0
196,1,0,361,35,2,0,1,0
197,0,0,362,35,1,0,2,0
198,0,0,361,34,1,2,2,0
199,1,0,361,34,1,1,2,0
200,3,0,357,34,2,1,3,0
201,0,0,360,35,1,1,3,0
202,1,0,362,35,1,1,0,0
203,1,0,359,35,3,2,0,0
204,1,0,361,34,2,1,1,0
205,0,0,359,36,1,2,2,0
206,0,0,362,37,0,1,0,0
207,1,0,357,38,1,0,3,0
208,0,0,355,38,3,3,1,0
209,0,0,359,39,2,0,0,0
210,2,0,349,41,3,5,0,0
211,2,0,350,43,1,1,3,0
212,0,0,351,44,0,2,3,0
213,1,0,352,45,1,1,0,0
214,0,1,352,45,0,1,1,0
215,2,0,348,45,0,1,4,0
216,0,0,352,45,1,1,1,0
217,1,0,345,48,2,1,3,0
218,3,0,346,48,1,1,1,0
219,1,0,347,48,2,0,2,0
220,3,0,346,48,0,0,3,0
221,2,1,347,47,0,2,1,0
222,2,0,349,48,1,0,0,0
223,2,1,346,48,0,1,2,0
224,1,1,347,46,2,2,1,0
225,0,0,354,45,0,0,1,0
226,2,0,349,45,2,1,1,0
227,1,1,352,44,1,0,1,0
228,1,0,349,46,0,3,1,0
229,2,0,346,50,2,0,0,0
230,1,0,345,51,1,0,2,0
231,0,1,347,50,2,0,0,0
232,0,0,343,52,0,3,2,0
233,1,0,340,53,2,2,2,0
234,1,0,342,51,3,2,1,0
235,3,0,346,51,0,0,0,0
236,2,0,344,51,1,2,0,0
237,1,0,342,52,0,5,0,0
238,0,0,346,53,0,0,1,0
239,1,0,339,55,3,1,1,0
240,2,1,339,54,2,1,1,0
241,1,1,345,52,0,0,1,0
242,0,0,345,52,1,1,1,0
243,0,0,343,52,1,1,3,0
244,0,0,344,51,2,2,1,0
