iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,50,50,50,50,50,50,50,50,50
1,45,60,51,45,44,49,54,54,48
2,41,52,29,125,36,43,44,36,44
3,97,39,33,111,25,28,46,35,36
4,161,27,30,82,24,37,27,28,34
5,221,22,24,72,19,27,18,28,19
6,249,22,28,53,17,18,19,33,11
7,286,22,23,51,10,15,9,21,13
8,297,15,15,31,25,16,22,15,14
9,331,17,13,24,9,14,16,15,11
10,339,16,11,25,14,6,15,9,15
11,284,11,5,25,10,11,89,8,7
12,234,12,6,22,12,7,148,3,6
13,202,6,6,14,6,9,195,8,4
14,159,6,2,15,6,8,236,11,7
15,122,8,10,12,3,8,280,3,4
16,79,54,6,10,4,6,280,7,4
17,55,103,4,12,2,1,202,3,68
18,54,81,1,10,4,5,163,1,131
19,40,64,3,2,1,1,155,2,182
20,30,67,4,7,2,2,123,4,211
21,22,34,3,2,6,3,94,1,285
22,19,35,2,4,4,3,134,2,247
23,14,26,3,3,2,1,107,3,291
24,14,21,3,2,2,3,81,1,323
25,10,12,3,4,2,2,76,0,341
26,16,11,2,3,1,2,58,2,355
27,5,8,3,1,2,5,55,2,369
28,10,11,4,3,0,4,38,2,378
29,5,12,2,3,0,4,43,1,380
30,2,4,1,1,3,2,28,1,408
31,3,9,0,3,2,3,29,2,399
32,4,7,3,1,4,3,16,2,410
33,3,10,3,2,3,2,16,2,409
34,5,6,3,8,6,2,12,4,404
35,7,11,0,4,3,1,9,67,348
36,1,5,3,3,2,1,6,124,305
37,3,1,2,4,1,1,3,152,283
38,2,1,1,2,0,1,3,203,237
39,5,3,1,3,3,2,4,234,195
40,5,4,4,0,0,4,82,224,127
41,1,2,2,2,2,3,124,231,83
42,1,2,3,2,1,2,133,235,71
43,3,2,2,2,1,4,108,277,51
44,1,1,2,2,2,1,97,308,36
45,3,2,1,2,2,2,79,323,36
46,0,2,1,1,1,3,62,280,100
47,2,1,1,1,1,2,88,246,108
48,3,2,2,4,0,0,108,207,124
49,3,3,4,2,2,1,135,207,93
50,2,3,0,2,1,0,153,229,60
51,2,0,1,2,0,1,190,219,35
52,1,1,0,1,1,1,208,201,36
53,0,2,2,1,0,2,224,195,24
54,2,2,1,0,1,1,202,227,14
55,2,1,2,2,0,4,210,219,10
56,2,1,2,0,0,4,192,244,5
57,2,1,3,1,1,0,200,237,5
58,1,0,0,0,1,1,224,220,3
59,4,1,2,2,1,1,214,222,3
60,2,5,0,0,2,3,220,216,2
61,0,2,1,1,2,3,223,215,3
62,0,3,0,0,3,4,212,227,1
63,1,0,1,1,2,1,205,236,3
64,3,2,0,1,2,1,221,219,1
65,3,2,3,1,2,6,217,215,1
66,1,2,1,1,0,0,236,206,3
67,2,1,3,1,1,1,232,208,1
68,0,0,0,2,3,2,209,233,1
69,0,1,3,2,2,0,219,223,0
70,0,0,4,1,2,1,234,207,1
71,1,4,2,2,5,1,217,216,2
72,4,1,2,2,1,2,207,231,0
73,0,0,0,2,1,1,221,220,5
74,1,2,0,4,1,2,227,212,1
75,0,2,2,2,2,1,207,233,1
76,2,0,3,3,3,1,223,210,5
77,2,2,0,2,0,3,210,229,2
78,0,2,2,2,1,0,231,210,2
79,1,1,3,5,2,4,217,216,1
80,0,1,0,1,6,3,210,226,3
81,0,1,2,5,1,1,210,230,0
82,0,0,2,3,1,1,220,222,1
83,1,3,1,3,1,1,245,193,2
84,2,1,2,0,1,1,239,202,2
85,1,1,1,1,4,1,230,211,0
86,1,4,0,0,2,1,229,211,2
87,0,2,1,2,3,1,217,223,1
88,5,2,1,0,2,1,207,231,1
89,2,1,0,5,64,0,155,221,2
90,2,0,1,0,112,1,113,218,3
91,4,2,0,2,137,2,121,181,1
92,3,1,1,2,184,0,105,152,2
93,1,2,2,2,231,1,91,118,2
94,1,0,3,3,250,2,72,115,4
95,4,3,3,0,298,3,47,91,1
96,2,0,1,3,322,2,48,71,1
97,1,1,3,4,335,2,38,62,4
98,4,2,2,4,365,0,23,47,3
99,3,1,3,3,366,2,22,45,5
100,1,4,2,4,380,0,24,31,4
101,4,2,2,3,400,1,13,20,5
102,8,5,2,1,394,3,17,15,5
103,5,2,2,2,396,1,17,24,1
104,2,4,5,3,404,1,16,12,3
105,4,4,1,1,348,1,9,9,73
106,3,3,0,4,312,2,3,9,114
107,1,5,2,2,329,3,5,6,97
108,4,2,1,0,312,2,8,67,54
109,1,0,3,1,273,1,4,56,111
