iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,107,84,103,106,89,108,102,101
2,190,89,79,94,89,87,87,85
3,269,79,77,87,71,68,76,73
4,341,67,67,53,70,65,65,72
5,364,59,70,58,78,55,55,61
6,293,50,52,65,67,58,158,57
7,235,47,56,62,59,155,131,55
8,296,63,48,50,36,138,109,60
9,329,55,48,34,57,114,100,63
10,256,55,51,43,43,108,214,30
11,210,52,46,34,54,108,253,43
12,281,47,58,52,36,77,191,58
13,233,46,42,34,38,71,292,44
14,186,46,40,40,44,173,222,49
15,257,55,36,39,45,136,190,42
16,320,41,45,38,55,118,133,50
17,368,48,39,36,51,82,118,58
18,401,33,38,53,55,67,113,39
19,443,45,42,35,45,68,85,36
20,454,39,44,37,55,44,84,42
21,450,48,47,32,46,62,63,51
22,452,53,55,38,48,51,72,30
23,374,137,68,32,34,62,51,41
24,375,125,47,46,47,49,64,46
25,415,105,53,45,46,42,50,43
26,348,108,46,38,130,44,44,41
27,270,77,44,41,220,58,50,39
28,233,69,40,49,165,53,154,36
29,160,68,34,38,143,176,132,48
30,136,61,41,34,224,130,129,44
31,109,46,44,36,307,115,101,41
32,108,43,156,40,243,94,79,36
33,85,41,155,31,293,75,90,29
34,185,50,112,31,240,64,72,45
35,246,48,110,41,193,62,67,32
36,213,43,69,42,273,54,70,35
37,254,44,73,38,222,71,48,49
38,356,20,67,40,166,56,51,43
39,267,42,52,42,249,53,53,41
40,208,39,52,48,220,147,55,30
41,268,44,54,41,175,120,55,42
42,213,29,45,37,272,103,55,45
43,200,38,39,40,302,93,52,35
44,148,32,38,36,358,100,43,44
45,140,38,56,28,382,68,55,32
46,198,51,66,37,308,50,55,34
47,163,32,53,35,364,59,62,31
48,275,32,29,37,256,64,57,49
49,199,41,46,56,319,56,45,37
50,157,41,48,39,372,57,52,33
51,125,32,54,41,410,49,37,51
52,96,43,49,45,425,33,43,65
53,215,45,33,44,335,45,43,39
54,263,46,40,41,273,41,41,54
55,206,40,53,38,334,54,38,36
56,180,44,51,37,358,44,51,34
57,137,50,55,40,392,31,56,38
58,146,32,50,31,443,32,35,30
59,116,28,50,43,443,48,46,25
60,202,34,43,57,349,36,44,34
61,170,41,37,44,380,41,46,40
62,252,47,36,33,289,37,50,55
63,198,35,63,34,351,45,42,31
64,152,42,44,48,404,38,35,36
65,144,44,51,47,407,31,43,32
66,125,38,37,36,442,45,46,30
67,77,42,47,35,474,46,40,38
68,90,54,36,46,472,31,34,36
69,63,56,39,34,477,50,37,43
70,67,31,31,41,492,54,45,38
71,52,39,28,39,505,46,46,44
72,32,46,51,44,500,41,42,43
73,56,31,47,43,499,30,39,54
74,51,34,59,43,480,36,51,45
75,36,30,39,68,500,39,47,40
76,43,50,28,69,495,30,38,46
77,45,43,27,50,513,50,32,39
78,45,50,29,50,492,39,43,51
79,150,45,30,29,395,48,48,54
80,125,38,36,55,413,47,37,48
81,109,49,36,54,422,41,40,48
82,85,59,36,36,473,37,32,41
83,83,70,37,40,435,49,40,45
84,45,55,35,48,476,49,50,41
85,75,54,34,34,502,35,37,28
86,51,56,43,40,474,42,50,43
87,50,41,44,47,489,54,35,39
88,50,41,51,29,499,50,41,38
89,50,46,50,47,477,50,48,31
90,42,40,55,62,476,37,45,42
91,35,41,157,53,388,31,52,42
92,46,36,120,40,318,160,43,36
93,57,133,115,48,247,124,37,38
94,53,128,81,57,290,127,27,36
95,43,96,79,54,345,95,51,36
96,43,205,58,54,292,69,50,28
97,33,159,80,53,305,77,49,43
98,45,144,53,35,271,78,131,42
99,35,91,44,49,215,68,134,163
100,35,184,48,47,164,67,110,144
101,29,279,46,37,148,48,100,112
102,36,315,52,47,117,67,74,91
103,46,245,35,37,218,59,69,90
104,40,200,38,45,281,57,72,66
105,49,147,44,38,242,42,71,166
106,31,133,41,47,193,48,60,246
107,39,100,39,45,300,43,52,181
108,35,103,35,43,340,46,49,148
109,35,84,35,51,377,34,54,129
110,39,60,44,50,403,57,49,97
111,39,58,58,41,422,39,44,98
112,43,51,28,48,447,43,46,93
113,44,163,38,38,337,45,42,92
114,50,147,43,28,387,41,38,65
115,60,99,47,25,440,42,30,56
116,36,92,32,38,461,38,37,65
117,49,80,44,34,456,38,43,55
118,33,80,35,31,465,57,34,64
119,42,75,51,38,466,46,29,52
120,50,67,38,39,464,44,41,56
121,48,46,48,33,485,44,36,59
122,38,47,60,37,491,42,39,45
123,38,47,153,29,392,57,36,47
124,40,46,120,52,401,42,40,58
125,47,62,94,39,419,34,44,60
126,39,46,89,30,456,51,40,48
127,48,34,59,38,450,68,44,58
128,42,39,69,34,464,57,43,51
129,39,33,55,38,484,61,52,37
130,31,48,74,36,475,43,53,39
131,33,47,61,44,468,52,49,45
132,35,40,37,28,518,46,45,50
133,57,37,36,44,478,37,58,52
134,46,44,30,44,485,54,40,56
135,45,41,41,32,373,165,55,47
136,47,35,49,45,306,216,58,43
137,46,28,39,47,362,190,46,41
138,55,34,46,35,375,177,35,42
139,49,41,47,51,407,130,33,41
140,55,24,54,48,323,200,51,44
141,42,38,53,51,370,170,42,33
142,43,44,55,51,371,169,34,32
143,46,47,39,45,430,114,43,35
144,54,44,49,42,432,106,38,34
145,47,57,44,43,456,90,31,31
146,47,61,33,39,455,79,42,43
147,42,63,42,30,477,66,28,51
148,60,55,38,40,465,64,43,34
149,58,70,41,57,462,49,30,32
150,65,61,38,39,467,40,45,44
151,55,55,44,30,493,44,38,40
152,49,167,32,42,370,50,48,41
153,44,203,35,41,343,50,35,48
154,44,175,37,39,385,44,45,30
155,29,134,26,48,396,73,46,47
156,25,130,40,36,437,47,41,43
157,37,96,43,35,327,174,50,37
158,38,106,48,42,269,126,132,38
159,41,76,53,40,213,106,230,40
160,40,57,51,43,177,82,304,45
161,33,81,41,47,142,194,216,45
162,43,183,41,37,130,135,180,50
163,45,260,65,47,90,108,136,48
164,47,198,54,47,87,198,121,47
165,57,276,55,37,73,166,100,35
166,47,229,46,41,63,236,93,44
167,50,170,44,48,64,311,62,50
168,47,244,46,39,62,259,67,35
169,54,331,39,35,46,187,56,51
170,47,385,46,42,40,155,49,35
171,42,279,61,35,37,250,53,42
