iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,104,99,96,88,90,102,95,100,126
2,93,96,93,88,100,129,97,101,103
3,79,93,108,96,98,173,84,81,88
4,100,100,77,92,89,162,96,90,94
5,99,101,80,64,71,202,93,102,88
6,79,69,91,85,86,201,96,95,98
7,107,89,78,63,88,200,87,91,97
8,87,84,71,62,92,265,72,76,91
9,77,72,93,74,58,284,95,83,64
10,92,71,80,68,80,283,89,71,66
11,64,74,73,82,77,306,71,80,73
12,70,77,68,67,73,331,66,69,79
13,62,73,70,67,68,327,73,94,66
14,62,92,71,85,67,324,62,69,68
15,51,132,68,72,62,304,80,68,63
16,63,139,54,66,68,307,65,70,68
17,63,156,68,49,69,304,65,58,68
18,53,171,57,49,64,291,62,78,75
19,68,202,57,58,68,263,59,62,63
20,50,225,54,58,56,274,56,56,71
21,49,229,70,74,69,252,51,54,52
22,59,265,70,54,54,246,47,55,50
23,55,277,54,53,67,253,57,42,42
24,54,288,59,46,41,249,52,56,55
25,53,314,43,54,47,250,48,56,35
26,50,351,46,53,54,217,40,51,38
27,40,338,64,46,49,231,48,36,48
28,57,343,43,61,31,227,48,47,43
29,42,404,41,33,60,186,38,44,52
30,43,395,46,53,44,171,46,55,47
31,40,400,42,39,47,200,54,38,40
32,38,432,34,41,54,165,46,43,47
33,44,423,46,40,45,163,46,58,35
34,40,457,36,41,39,150,46,47,44
35,48,467,28,34,43,156,35,53,36
36,42,472,41,36,42,144,44,40,39
37,50,478,40,32,37,144,41,46,32
38,31,490,44,40,44,130,50,33,38
39,24,485,49,38,37,155,31,39,42
40,43,519,46,34,39,119,31,37,32
41,44,502,43,40,44,119,37,41,30
42,41,525,34,43,43,105,31,38,40
43,39,521,42,39,35,119,32,30,43
44,47,509,29,33,33,134,34,48,33
45,27,544,32,38,36,113,33,42,35
46,34,556,35,31,39,110,30,34,31
47,29,527,35,34,36,121,56,32,30
48,26,502,36,26,44,113,90,44,19
49,41,498,30,32,28,98,100,40,33
50,28,468,31,27,28,94,163,37,24
51,30,443,28,29,40,100,159,34,37
52,37,437,24,33,33,80,194,33,29
53,21,394,24,35,32,94,239,27,34
54,31,374,28,62,35,86,220,39,25
55,38,327,23,65,42,82,253,38,32
56,25,341,30,62,35,75,279,26,27
57,17,304,27,75,30,80,308,29,30
58,30,349,29,55,19,70,296,29,23
59,19,296,29,54,39,69,331,30,33
60,37,283,27,56,28,63,336,36,34
61,32,239,27,47,33,70,388,33,31
62,32,297,26,41,24,65,347,27,41
63,25,277,17,52,23,67,376,38,25
64,22,256,26,50,28,56,401,32,29
65,23,230,22,42,21,62,441,35,24
66,31,226,30,40,25,60,428,33,27
67,29,210,32,43,27,59,451,29,20
68,24,208,25,40,23,50,482,23,25
69,19,196,29,46,24,50,479,32,25
70,37,183,28,39,21,41,502,24,25
71,34,174,29,49,26,50,477,34,27
72,27,166,26,33,22,46,527,29,24
73,26,135,26,47,27,40,529,34,36
74,23,165,32,54,18,52,515,24,17
75,28,160,29,42,31,45,530,14,21
76,28,122,28,49,26,47,548,23,29
77,30,136,28,46,33,39,539,24,25
78,32,133,20,32,24,50,558,33,18
79,23,130,22,24,34,34,575,31,27
80,16,117,16,32,25,31,604,20,39
81,28,123,19,30,14,35,598,28,25
82,25,114,23,33,26,45,592,23,19
83,38,89,20,31,28,35,605,24,30
84,22,103,33,29,22,34,609,26,22
85,25,131,22,34,24,40,567,22,35
86,27,173,26,36,15,38,532,23,30
87,22,199,27,29,22,37,521,22,21
88,18,202,31,33,24,24,522,20,26
89,23,257,24,25,30,42,445,27,27
90,14,257,35,32,22,29,468,21,22
91,72,263,22,29,25,37,395,33,24
92,91,252,22,23,24,34,405,23,26
93,123,249,23,23,22,27,379,30,24
94,159,206,22,37,23,35,366,24,28
95,179,224,28,40,19,27,327,29,27
96,216,193,30,25,30,17,335,27,27
97,246,209,22,26,18,22,317,23,17
98,257,167,20,26,26,30,335,20,19
99,272,190,20,21,25,28,293,23,28
100,293,149,25,34,29,32,295,25,18
101,325,184,20,20,18,27,262,16,28
102,362,147,21,21,22,33,254,22,18
103,371,129,24,20,21,27,267,25,16
104,386,157,22,28,14,27,223,23,20
105,394,141,26,21,17,28,222,24,27
106,400,141,20,15,32,26,223,21,22
107,410,145,21,26,15,30,207,27,19
108,373,181,20,26,11,25,220,19,25
109,417,187,16,17,20,20,190,19,14
110,394,201,18,16,25,20,169,28,29
111,352,243,19,30,16,22,176,27,15
112,344,252,14,20,25,31,171,18,25
113,330,298,22,19,16,26,153,14,22
114,310,303,29,29,23,25,140,18,23
115,324,310,29,27,15,22,135,18,20
116,280,344,30,30,18,32,116,24,26
117,262,353,24,16,25,24,147,30,19
118,258,387,27,27,22,25,120,20,14
119,244,407,16,25,16,29,115,23,25
120,230,401,23,19,19,29,125,28,26
121,215,443,18,23,22,21,110,32,16
122,239,423,24,18,17,27,107,26,19
123,214,463,17,21,23,24,100,23,15
124,196,473,18,21,18,21,112,20,21
125,172,515,25,26,15,13,94,21,19
126,159,460,22,17,15,22,124,56,25
127,139,432,23,18,9,19,141,101,18
128,137,404,15,16,13,13,154,124,24
129,158,388,11,24,18,18,126,144,13
130,120,387,12,27,13,26,118,172,25
131,139,359,16,17,28,23,120,178,20
132,108,359,11,24,13,12,116,240,17
133,119,324,17,20,22,14,97,258,29
134,101,329,18,12,13,24,100,281,22
135,95,294,10,16,15,25,93,328,24
136,80,283,20,20,14,15,92,352,24
137,114,254,14,21,16,15,90,358,18
138,84,271,19,19,23,19,79,367,19
139,88,238,17,19,18,18,89,396,17
140,89,229,15,16,13,21,79,410,28
141,95,226,23,12,19,22,76,406,21
142,79,217,18,21,24,17,51,458,15
143,66,197,10,22,19,17,112,433,24
144,80,163,16,18,19,21,138,420,25
145,70,164,26,18,19,18,179,387,19
146,68,156,24,19,20,18,196,372,27
147,69,184,12,19,18,21,238,318,21
148,55,159,17,8,14,19,253,359,16
149,49,148,17,15,16,20,279,335,21
150,51,156,14,17,15,14,271,342,20
151,39,145,17,15,16,20,325,307,16
152,46,128,9,22,16,16,340,303,20
153,56,116,19,23,13,16,359,280,18
154,41,133,15,16,20,19,380,256,20
155,40,117,23,19,24,14,398,250,15
156,44,112,17,24,18,22,434,215,14
157,42,111,17,12,25,19,426,230,18
158,37,106,14,12,23,21,448,219,20
