iteration,exchange,exchangeRandom,inversion,swap,scramble,add,addRandomly,shift
0,100,100,100,100,100,100,100,100
1,97,106,99,108,104,83,106,97
2,89,76,86,93,191,86,85,94
3,65,73,92,70,282,72,72,74
4,60,172,68,78,223,79,59,61
5,54,138,57,74,292,59,71,55
6,73,105,61,66,326,55,54,60
7,58,100,44,60,374,56,59,49
8,47,97,40,45,409,63,56,43
9,39,91,32,47,443,38,53,57
10,40,75,35,49,441,58,48,54
11,49,64,46,48,458,41,47,47
12,37,55,40,35,487,56,51,39
13,30,61,45,48,489,35,41,51
14,35,72,48,42,487,48,34,34
15,32,72,54,39,493,46,31,33
16,29,49,33,45,508,55,49,32
17,29,49,34,35,520,47,44,42
18,21,38,56,49,495,42,55,44
19,34,41,47,48,495,40,56,39
20,40,40,46,46,490,43,50,45
21,25,33,44,46,510,37,45,60
22,33,34,32,38,508,48,41,66
23,36,41,32,40,496,49,57,49
24,25,36,46,61,488,34,55,55
25,33,38,31,55,488,35,53,67
26,29,27,43,46,502,46,52,55
27,44,35,44,30,532,39,40,36
28,43,35,50,56,487,60,34,35
29,33,35,51,55,471,62,46,47
30,28,36,47,40,504,51,49,45
31,36,45,42,36,381,162,57,41
32,33,159,51,37,313,120,37,50
33,23,141,43,42,233,211,53,54
34,46,107,47,34,180,295,43,48
35,45,91,44,43,165,229,32,151
36,37,85,152,38,131,194,42,121
37,44,71,116,44,109,269,38,109
38,39,64,199,59,78,218,33,110
39,39,65,262,59,78,181,30,86
40,63,138,249,33,80,122,28,87
41,151,114,197,38,59,115,37,89
42,117,119,149,53,60,196,31,75
43,217,97,127,35,58,157,41,68
44,275,74,110,52,42,132,54,61
45,346,70,97,37,37,121,36,56
46,270,53,96,136,46,98,49,52
47,306,48,71,128,45,100,46,56
48,363,46,68,108,53,66,47,49
49,390,57,52,96,46,81,48,30
50,424,51,49,75,40,66,49,46
51,420,57,65,67,41,64,42,44
52,458,55,52,53,48,67,30,37
53,470,55,66,58,31,54,33,33
54,486,70,44,50,36,44,31,39
55,461,44,53,46,52,46,49,49
56,478,55,60,32,33,45,57,40
57,483,36,68,44,42,47,43,37
58,492,43,58,56,43,40,27,41
59,515,43,46,33,45,44,42,32
60,379,44,171,51,33,54,33,35
61,420,36,133,32,51,54,30,44
62,421,47,108,44,45,51,45,39
63,441,46,83,29,50,59,58,34
64,469,54,75,34,40,52,44,32
65,462,40,86,32,47,51,39,43
66,464,58,62,33,35,43,60,45
67,452,48,76,40,42,69,34,39
68,477,44,51,41,41,67,38,41
69,508,53,40,32,48,43,35,41
70,487,54,48,39,51,47,33,41
71,515,47,52,28,46,43,38,31
72,497,29,58,49,44,43,41,39
73,495,37,37,51,44,68,36,32
74,510,21,68,35,47,39,46,34
