iteration,exchange,exchangeRandom,inversion,swap,scramble,randomShuffle,add,addRandomly,shift
0,100,100,100,100,100,100,100,100,100
1,86,105,93,105,81,98,102,125,105
2,125,83,106,93,101,88,104,96,104
3,166,81,86,88,95,94,82,101,107
4,202,101,61,95,89,97,84,89,82
5,245,94,82,78,76,81,74,81,89
6,256,75,94,81,82,71,88,73,80
7,280,67,76,86,74,70,61,94,92
8,284,81,73,62,67,82,107,82,62
9,312,62,75,63,81,66,100,73,68
10,301,81,80,59,69,64,101,71,74
11,312,62,71,65,68,66,131,48,77
12,286,54,52,61,65,60,191,63,68
13,266,57,54,61,56,56,226,63,61
14,259,60,52,100,45,56,195,64,69
15,250,61,45,124,55,49,195,63,58
16,235,48,51,178,56,54,176,44,58
17,221,66,55,192,53,43,169,44,57
18,229,55,38,224,55,54,138,48,59
19,192,45,43,254,60,54,148,53,51
20,194,95,50,259,50,39,132,42,39
21,172,114,49,231,52,40,154,50,38
22,168,151,41,218,47,55,144,40,36
23,149,199,52,204,49,51,118,44,34
24,135,226,45,199,35,46,131,38,45
25,143,229,47,201,37,28,121,38,56
26,140,283,32,176,40,38,123,29,39
27,133,307,42,172,32,46,94,36,38
28,135,300,31,183,40,35,99,36,41
29,134,347,36,154,34,32,90,35,38
30,111,356,40,161,28,40,96,29,39
31,86,381,37,170,37,29,88,29,43
32,124,425,33,125,29,37,70,28,29
33,107,432,28,121,29,30,76,40,37
34,92,458,29,120,25,34,78,39,25
35,93,456,38,108,34,34,71,39,27
36,82,467,42,128,36,29,64,25,27
37,93,497,24,106,23,24,78,25,30
38,84,520,30,104,18,32,52,30,30
39,67,523,40,83,29,27,67,34,30
40,75,500,31,110,30,30,66,26,32
41,81,562,24,81,27,27,52,29,17
42,61,530,20,118,35,23,52,28,33
43,49,494,24,132,28,25,57,23,68
44,82,469,24,116,30,27,61,21,70
45,48,479,24,106,24,24,103,37,55
46,55,403,25,92,32,36,174,21,62
47,58,391,22,96,30,31,190,26,56
48,50,374,17,98,23,31,243,16,48
49,38,370,25,85,15,30,261,23,53
50,51,352,31,86,26,13,282,14,45
51,52,296,22,66,21,35,315,30,63
52,50,342,24,69,21,34,273,31,56
53,53,362,24,63,22,16,291,21,48
54,39,385,14,58,23,17,286,25,53
55,37,413,20,79,19,22,248,20,42
56,37,414,19,64,28,24,245,19,50
57,36,433,22,70,17,17,235,24,46
58,39,479,23,48,18,19,208,23,43
59,32,477,25,96,17,14,180,22,37
60,28,470,9,124,19,27,172,14,37
61,34,476,20,148,17,21,135,20,29
62,26,428,21,179,21,21,154,21,29
63,40,399,17,220,22,21,150,6,25
64,33,369,17,256,20,16,125,26,38
65,27,338,14,293,20,16,145,12,35
66,30,346,20,280,18,30,128,16,32
67,36,328,14,318,19,18,126,20,21
68,28,317,17,357,19,13,115,11,23
69,25,297,23,373,19,15,108,18,22
